cluster1 cluster2
SpCNT045_FJ.contig_1.region002 SpDSM45548_FJ.contig_1.region005
SpDSM45543_FJ.contig_0.region012 SpDSM45548_FJ.contig_1.region005
SpCNT029_FJ.contig_0.region007 SpDSM45548_FJ.contig_1.region005
SpCNY239_FJ.contig_10.region001 SpDSM45548_FJ.contig_1.region012
SpDSM45544_FJ.contig_0.region013 SpDSM45548_FJ.contig_1.region012
SpCNR909_PL.contig_7.region001 SpDSM45548_FJ.contig_1.region012
SpCNT003_FJ.contig_6.region001 SpDSM45548_FJ.contig_1.region012
SpCNS103_PL.contig_9.region001 SpDSM45548_FJ.contig_1.region012
SpCNR114_GU.contig_24.region001 SpDSM45548_FJ.contig_1.region005
SpDSM45543_FJ.contig_0.region003 SpDSM45548_FJ.contig_1.region012
SpCNR510_GU.contig_10.region001 SpDSM45548_FJ.contig_1.region012
SpCNQ768_GU.contig_4.region001 SpDSM45548_FJ.contig_1.region012
SpCNH732_RS.contig_11.region001 SpDSM45548_FJ.contig_1.region012
SpCNR114_GU.contig_6.region001 SpDSM45548_FJ.contig_1.region012
SpCNY330_SC.contig_6.region001 SpDSM45548_FJ.contig_1.region012
SpCNS103_PL.contig_51.region001 SpDSM45549_FJ.contig_0.region004
StCNB536_BA.contig_37.region001 SpDSM45549_FJ.contig_0.region004
SaCNH996_SC.contig_59.region001 SpDSM45549_FJ.contig_0.region007
SpDSM45543_FJ.contig_0.region019 SpDSM45549_FJ.contig_0.region004
SpCNT001_FJ.contig_35.region001 SpDSM45549_FJ.contig_0.region004
SpCNY239_FJ.contig_52.region001 SpDSM45549_FJ.contig_0.region004
SaCNS243_PL.contig_18.region001 SpDSM45549_FJ.contig_0.region004
StCNB536_BA.contig_0.region003 SpDSM45549_FJ.contig_0.region007
StCNH898_BA.contig_0.region003 SpDSM45549_FJ.contig_0.region007
SaCNH996B_SC.contig_64.region001 SpDSM45549_FJ.contig_0.region007
SaCNX481_PM.contig_13.region001 SpDSM45549_FJ.contig_0.region004
SaCNS299_PL.contig_33.region001 SpDSM45549_FJ.contig_0.region004
StCNS416_BA.contig_9.region001 SpDSM45549_FJ.contig_0.region004
StCNR699_BA.contig_11.region001 SpDSM45549_FJ.contig_0.region004
SaCNX482_PM.contig_32.region001 SpDSM45549_FJ.contig_0.region004
SpCNY202_SC.contig_44.region001 SpDSM45549_FJ.contig_0.region005
SpCNR909_PL.contig_33.region001 SpDSM45549_FJ.contig_0.region004
SaCNH941_SC.contig_18.region001 StCNB440_BA.contig_0.region002
SaCNH941_SC.contig_27.region001 StCNB440_BA.contig_0.region004
SaCNH964_SC.contig_38.region001 StCNB440_BA.contig_0.region004
SaCNS848_FJ.contig_37.region001 StCNB440_BA.contig_0.region004
SaCNP193_SC.contig_32.region001 StCNB440_BA.contig_0.region004
SaCNP105_SC.contig_26.region001 StCNB440_BA.contig_0.region004
SaCNP105_SC.contig_36.region001 StCNB440_BA.contig_0.region002
SaCNH964_SC.contig_40.region001 StCNB440_BA.contig_0.region002
SaCNP193_SC.contig_19.region001 StCNB440_BA.contig_0.region002
SaCNH941_SC.contig_18.region001 StCNB476_BA.contig_24.region001
SaCNP105_SC.contig_36.region001 StCNB476_BA.contig_24.region001
SaCNH941_SC.contig_27.region001 StCNB476_BA.contig_0.region001
SaCNP105_SC.contig_26.region001 StCNB476_BA.contig_0.region001
SaCNS848_FJ.contig_37.region001 StCNB476_BA.contig_0.region001
SaCNP193_SC.contig_32.region001 StCNB476_BA.contig_0.region001
SaCNH964_SC.contig_38.region001 StCNB476_BA.contig_0.region001
SaCNH964_SC.contig_40.region001 StCNB476_BA.contig_24.region001
SaCNP193_SC.contig_19.region001 StCNB476_BA.contig_24.region001
SaCNS243_PL.contig_18.region001 StCNB536_BA.contig_37.region001
SaCNP105_SC.contig_26.region001 StCNB536_BA.contig_0.region001
SaCNH996_SC.contig_59.region001 StCNB536_BA.contig_0.region003
SpCNQ768_GU.contig_2.region001 StCNB536_BA.contig_35.region001
SaCNP193_SC.contig_32.region001 StCNB536_BA.contig_0.region001
SaCNH941_SC.contig_27.region001 StCNB536_BA.contig_0.region001
SaCNH964_SC.contig_38.region001 StCNB536_BA.contig_0.region001
SaCNS848_FJ.contig_37.region001 StCNB536_BA.contig_0.region001
SaCNS299_PL.contig_33.region001 StCNB536_BA.contig_37.region001
SaCNH996B_SC.contig_64.region001 StCNB536_BA.contig_0.region003
SpCNH732_RS.contig_4.region001 StCNB536_BA.contig_35.region001
SpCNR114_GU.contig_2.region002 StCNB536_BA.contig_35.region001
SpCNR510_GU.contig_30.region001 StCNB536_BA.contig_35.region001
SaCNS848_FJ.contig_37.region001 StCNH898_BA.contig_0.region001
SaCNP105_SC.contig_26.region001 StCNH898_BA.contig_0.region001
SaCNH941_SC.contig_18.region001 StCNH898_BA.contig_23.region001
SaCNH964_SC.contig_38.region001 StCNH898_BA.contig_0.region001
SaCNH964_SC.contig_40.region001 StCNH898_BA.contig_23.region001
SaCNP193_SC.contig_32.region001 StCNH898_BA.contig_0.region001
SaCNP105_SC.contig_36.region001 StCNH898_BA.contig_23.region001
SaCNH941_SC.contig_27.region001 StCNH898_BA.contig_0.region001
SaCNH996B_SC.contig_64.region001 StCNH898_BA.contig_0.region003
SaCNH996_SC.contig_59.region001 StCNH898_BA.contig_0.region003
SaCNP193_SC.contig_19.region001 StCNH898_BA.contig_23.region001
SaCNS848_FJ.contig_37.region001 StCNR699_BA.contig_1.region001
SaCNH941_SC.contig_18.region001 StCNR699_BA.contig_17.region002
SaCNP105_SC.contig_26.region001 StCNR699_BA.contig_1.region001
SpCNR942_PL.contig_0.region001 StCNR699_BA.contig_21.region001
SaCNH964_SC.contig_38.region001 StCNR699_BA.contig_1.region001
SaCNH964_SC.contig_40.region001 StCNR699_BA.contig_17.region002
SaCNH941_SC.contig_27.region001 StCNR699_BA.contig_1.region001
SaCNS299_PL.contig_33.region001 StCNR699_BA.contig_11.region001
SaCNS243_PL.contig_18.region001 StCNR699_BA.contig_11.region001
SaCNP193_SC.contig_32.region001 StCNR699_BA.contig_1.region001
SaCNP193_SC.contig_19.region001 StCNR699_BA.contig_17.region002
SpCNR942_PL.contig_27.region001 StCNR699_BA.contig_17.region002
SaCNP105_SC.contig_36.region001 StCNR699_BA.contig_17.region002
SpCNS055_PL.contig_17.region001 StCNR699_BA.contig_21.region001
SpCNR909_PL.contig_33.region001 StCNR699_BA.contig_11.region001
SaCNP193_SC.contig_19.region001 StCNS197_BA.contig_16.region001
SaCNP105_SC.contig_36.region001 StCNS197_BA.contig_16.region001
SaCNS848_FJ.contig_37.region001 StCNS197_BA.contig_1.region002
SaCNH964_SC.contig_40.region001 StCNS197_BA.contig_16.region001
SpCNR942_PL.contig_27.region001 StCNS197_BA.contig_16.region001
SaCNH941_SC.contig_18.region001 StCNS197_BA.contig_16.region001
SaCNH964_SC.contig_38.region001 StCNS197_BA.contig_1.region002
SaCNP105_SC.contig_26.region001 StCNS197_BA.contig_1.region002
SaCNP193_SC.contig_32.region001 StCNS197_BA.contig_1.region002
SpCNR942_PL.contig_0.region001 StCNS197_BA.contig_21.region001
SpCNS055_PL.contig_17.region001 StCNS197_BA.contig_21.region001
SaCNH941_SC.contig_27.region001 StCNS197_BA.contig_1.region002
SaCNP193_SC.contig_19.region001 StCNS416_BA.contig_18.region001
SaCNP105_SC.contig_36.region001 StCNS416_BA.contig_18.region001
SaCNH941_SC.contig_18.region001 StCNS416_BA.contig_18.region001
SaCNS299_PL.contig_33.region001 StCNS416_BA.contig_9.region001
SpDSM45543_FJ.contig_0.region019 StCNS416_BA.contig_9.region001
SaCNH964_SC.contig_38.region001 StCNS416_BA.contig_1.region001
SpCNY239_FJ.contig_52.region001 StCNS416_BA.contig_9.region001
SaCNH964_SC.contig_40.region001 StCNS416_BA.contig_18.region001
SaCNX481_PM.contig_13.region001 StCNS416_BA.contig_9.region001
SaCNS243_PL.contig_18.region001 StCNS416_BA.contig_9.region001
SpCNR942_PL.contig_0.region001 StCNS416_BA.contig_22.region001
SaCNP105_SC.contig_26.region001 StCNS416_BA.contig_1.region001
SpCNS103_PL.contig_51.region001 StCNS416_BA.contig_9.region001
SaCNP193_SC.contig_32.region001 StCNS416_BA.contig_1.region001
SaCNS848_FJ.contig_37.region001 StCNS416_BA.contig_1.region001
SpCNT001_FJ.contig_35.region001 StCNS416_BA.contig_9.region001
SaCNX482_PM.contig_32.region001 StCNS416_BA.contig_9.region001
SpCNS055_PL.contig_17.region001 StCNS416_BA.contig_22.region001
SpCNR942_PL.contig_27.region001 StCNS416_BA.contig_18.region001
SaCNH941_SC.contig_27.region001 StCNS416_BA.contig_1.region001
SpCNR909_PL.contig_33.region001 StCNS416_BA.contig_9.region001
SaCNP105_SC.contig_36.region001 StCNT250_BA.contig_17.region001
SaCNP193_SC.contig_19.region001 StCNT250_BA.contig_17.region001
SaCNH941_SC.contig_18.region001 StCNT250_BA.contig_17.region001
SpCNR942_PL.contig_27.region001 StCNT250_BA.contig_17.region001
SaCNH964_SC.contig_38.region001 StCNT250_BA.contig_0.region001
SaCNH941_SC.contig_27.region001 StCNT250_BA.contig_0.region001
SaCNH964_SC.contig_40.region001 StCNT250_BA.contig_17.region001
SaCNP105_SC.contig_26.region001 StCNT250_BA.contig_0.region001
SpCNR942_PL.contig_0.region001 StCNT250_BA.contig_14.region001
SaCNP193_SC.contig_32.region001 StCNT250_BA.contig_0.region001
SaCNS848_FJ.contig_37.region001 StCNT250_BA.contig_0.region001
SpCNS055_PL.contig_17.region001 StCNT250_BA.contig_14.region001
SaCNP193_SC.contig_19.region001 StCNT261_BA.contig_12.region001
SaCNH964_SC.contig_38.region001 StCNT261_BA.contig_0.region001
SpDSM45549_FJ.contig_0.region007 StCNT261_BA.contig_0.region003
SaCNH941_SC.contig_18.region001 StCNT261_BA.contig_12.region001
SaCNH964_SC.contig_40.region001 StCNT261_BA.contig_12.region001
SaCNH996_SC.contig_59.region001 StCNT261_BA.contig_0.region003
SpCNR942_PL.contig_27.region001 StCNT261_BA.contig_12.region001
SaCNH996B_SC.contig_64.region001 StCNT261_BA.contig_0.region003
SaCNP105_SC.contig_36.region001 StCNT261_BA.contig_12.region001
SaCNS848_FJ.contig_37.region001 StCNT261_BA.contig_0.region001
SaCNH941_SC.contig_27.region001 StCNT261_BA.contig_0.region001
SpCNR942_PL.contig_0.region001 StCNT261_BA.contig_21.region001
SaCNP193_SC.contig_32.region001 StCNT261_BA.contig_0.region001
SpCNS055_PL.contig_17.region001 StCNT261_BA.contig_21.region001
SaCNP105_SC.contig_26.region001 StCNT261_BA.contig_0.region001
SaCNP193_SC.contig_19.region001 StCNY012_BA.contig_17.region001
SpCNR942_PL.contig_27.region001 StCNY012_BA.contig_17.region001
SpDSM45549_FJ.contig_0.region007 StCNY012_BA.contig_2.region003
SaCNH941_SC.contig_18.region001 StCNY012_BA.contig_17.region001
SpCNR942_PL.contig_0.region001 StCNY012_BA.contig_15.region001
SaCNH996_SC.contig_59.region001 StCNY012_BA.contig_2.region003
SaCNP105_SC.contig_36.region001 StCNY012_BA.contig_17.region001
SaCNH996B_SC.contig_64.region001 StCNY012_BA.contig_2.region003
SaCNH964_SC.contig_38.region001 StCNY012_BA.contig_2.region001
SpCNS055_PL.contig_17.region001 StCNY012_BA.contig_15.region001
SaCNH964_SC.contig_40.region001 StCNY012_BA.contig_17.region001
SaCNH941_SC.contig_27.region001 StCNY012_BA.contig_2.region001
SaCNP193_SC.contig_32.region001 StCNY012_BA.contig_2.region001
SaCNP105_SC.contig_26.region001 StCNY012_BA.contig_2.region001
SaCNS848_FJ.contig_37.region001 StCNY012_BA.contig_2.region001
SaCNP193_SC.contig_19.region001 StCNY678_YU.contig_26.region001
SpCNR942_PL.contig_27.region001 StCNY678_YU.contig_26.region001
SaCNH941_SC.contig_18.region001 StCNY678_YU.contig_26.region001
SaCNP105_SC.contig_36.region001 StCNY678_YU.contig_26.region001
SaCNH964_SC.contig_40.region001 StCNY678_YU.contig_26.region001
SpCNS055_PL.contig_17.region001 StCNY678_YU.contig_14.region001
SpCNR942_PL.contig_0.region001 StCNY678_YU.contig_14.region001
SaCNH964_SC.contig_38.region001 StCNY678_YU.contig_9.region001
SaCNH941_SC.contig_27.region001 StCNY678_YU.contig_9.region001
SpCNT569_FJ.contig_23.region001 StCNY678_YU.contig_26.region001
SaCNP193_SC.contig_32.region001 StCNY678_YU.contig_9.region001
SaCNP105_SC.contig_26.region001 StCNY678_YU.contig_9.region001
SpCNT569_FJ.contig_7.region001 StCNY678_YU.contig_14.region001
SaCNS848_FJ.contig_37.region001 StCNY678_YU.contig_9.region001
SaCNP193_SC.contig_19.region001 StCNY681_YU.contig_13.region001
SaCNP105_SC.contig_36.region001 StCNY681_YU.contig_13.region001
SpCNR942_PL.contig_27.region001 StCNY681_YU.contig_13.region001
SpCNR942_PL.contig_0.region001 StCNY681_YU.contig_19.region001
SaCNH941_SC.contig_18.region001 StCNY681_YU.contig_13.region001
SaCNH941_SC.contig_27.region001 StCNY681_YU.contig_1.region001
SaCNH964_SC.contig_40.region001 StCNY681_YU.contig_13.region001
SpCNS055_PL.contig_17.region001 StCNY681_YU.contig_19.region001
SaCNH964_SC.contig_38.region001 StCNY681_YU.contig_1.region001
SaCNP105_SC.contig_26.region001 StCNY681_YU.contig_1.region001
SaCNS848_FJ.contig_37.region001 StCNY681_YU.contig_1.region001
SpCNT569_FJ.contig_7.region001 StCNY681_YU.contig_19.region001
SaCNP193_SC.contig_32.region001 StCNY681_YU.contig_1.region001
