	SaCNB458_BA	SaCNB527_BA	SaCNH643_BA	SaCNH646_BA	SaCNH713_RS	SaCNH718_RS	SaCNH877_BA	SaCNH905_BA	SaCNH941_SC	SaCNH962_SC	SaCNH963_SC	SaCNH964_SC	SaCNH996B_SC	SaCNH996_SC	SaCNP105_SC	SaCNP193_SC	SaCNQ748_GU	SaCNQ884_GU	SaCNR107_GU	SaCNR425_GU	SaCNR921_PL	SaCNS051_PL	SaCNS205_PL	SaCNS243_PL	SaCNS296_PL	SaCNS299_PL	SaCNS325_PL	SaCNS342_FJ	SaCNS673_FJ	SaCNS744_FJ	SaCNS820_FJ	SaCNS848_FJ	SaCNT005_FJ	SaCNT798_HI	SaCNT799_HI	SaCNT800_HI	SaCNT849_HI	SaCNT850_HI	SaCNT857_HI	SaCNT859_HI	SaCNX481_PM	SaCNX482_PM	SaCNX508_PM	SaCNX814_PM	SaCNX891_PM	SaCNY011_BA	SaCNY230_FJ	SaCNY231_FJ	SaCNY234_FJ	SaCNY237_FJ	SaCNY244_FJ	SaCNY256_FJ	SaCNY260_FJ	SaCNY280_FJ	SaCNY281_FJ	SaCNY282_FJ	SaCNY486_PV	SaCNY679_YU	SaCNY685_YU	SaCNY690_YU	SaCNY694_YU	SaDSM45545_FJ	SpCNH732_RS	SpCNQ768_GU	SpCNR114_GU	SpCNR510_GU	SpCNR894_PL	SpCNR909_PL	SpCNR942_PL	SpCNS055_PL	SpCNS103_PL	SpCNS237_PL	SpCNS801_FJ	SpCNS860_FJ	SpCNS996_FJ	SpCNT001_FJ	SpCNT003_FJ	SpCNT029_FJ	SpCNT045_FJ	SpCNT084_FJ	SpCNT124_FJ	SpCNT131_FJ	SpCNT133_FJ	SpCNT403_FJ	SpCNT569_FJ	SpCNT584_FJ	SpCNT603_FJ	SpCNT609_FJ	SpCNT796_HI	SpCNT851_HI	SpCNT854_HI	SpCNT855_HI	SpCNY202_SC	SpCNY239_FJ	SpCNY330_SC	SpCNY331_SC	SpCNY363_SC	SpCNY498_PV	SpCNY646_RS	SpCNY666_MD	SpCNY673_MD	SpCNY703_MD	SpDSM45543_FJ	SpDSM45544_FJ	SpDSM45547_FJ	SpDSM45548_FJ	SpDSM45549_FJ	StCNB440_BA	StCNB476_BA	StCNB536_BA	StCNH898_BA	StCNR699_BA	StCNS197_BA	StCNS416_BA	StCNT250_BA	StCNT261_BA	StCNY012_BA	StCNY678_YU	StCNY681_YU	VmarisAB18
SpCNT001_FJ	87.37	87.3	87.22	87.21	87.55	87.32	87.06	87.36	87.33	87.22	87.21	87.2	87.37	87.37	87.27	87.33	87.33	87.24	87.3	87.33	87.39	87.54	87.36	87.42	87.39	87.48	87.28	87.24	87.25	87.25	87.26	87.42	87.26	87.3	87.25	87.27	87.34	87.28	87.17	87.19	87.26	87.28	87.2	87.22	87.16	87.05	87.38	87.38	87.23	87.27	87.31	87.32	87.28	87.42	87.16	87.2	87.33	87.1	87.5	87.47	87.36	87.42	99.31	99.26	99.27	99.37	99.4	99.27	91.81	94.61	99.27	92	94.35	92.88	92.96	100	99.36	92.8	92.96	97.05	92.88	99.49	97.06	93	91.82	92.91	99.49	97.03	98.14	98.14	92.9	99.16	92.47	99.36	98.89	98.93	98.88	99.23	91.96	94.43	92.85	92.83	92.98	99.31	92.79	94.3	92.39	90.74	90.73	90.9	90.88	90.72	90.71	90.83	90.7	90.8	90.8	90.74	90.67	81.73
SpCNT003_FJ	87.48	87.23	87.29	87.23	87.24	87.28	87.16	87.34	87.34	87.27	87.22	87.41	87.24	87.23	87.36	87.33	87.3	87.39	87.37	87.23	87.39	87.34	87.34	87.3	87.46	87.34	87.32	87.26	87.41	87.29	87.44	87.36	87.25	87.33	87.38	87.28	87.3	87.42	87.18	87.22	87.13	87.2	87.15	87.27	87.24	87.11	87.52	87.21	87.26	87.29	87.27	87.38	87.33	87.34	87.21	87.26	87.3	87.19	87.44	87.37	87.47	87.25	99.27	99.36	99.36	99.32	99.31	99.33	91.8	94.59	99.3	91.98	94.35	92.86	92.93	99.36	100	92.88	92.91	97.02	92.91	99.4	97.01	92.91	91.79	92.89	99.38	97.05	98.21	98.19	92.93	99.18	92.5	99.31	98.98	98.97	98.92	99.29	91.85	94.52	92.86	92.88	92.93	99.39	92.82	94.32	92.31	90.73	90.69	90.92	90.81	90.72	90.68	90.73	90.73	90.77	90.86	90.71	90.75	81.74
SpCNT029_FJ	86.93	86.89	86.93	86.87	86.99	86.97	86.86	86.88	86.86	86.91	86.93	86.89	86.89	86.94	86.92	86.85	87.01	86.94	86.98	86.95	87.04	87.05	86.97	87	86.89	87.04	86.98	86.95	86.93	86.97	86.92	86.94	86.98	86.85	86.89	86.87	86.91	86.9	86.92	86.87	86.92	86.94	86.98	86.9	86.95	86.84	86.93	86.94	86.94	86.92	86.99	86.92	86.93	86.98	86.77	86.95	86.93	86.88	86.94	86.91	86.93	86.95	92.76	92.83	92.82	92.82	92.82	92.85	91.85	93.25	92.84	92.28	93.1	97.66	97.71	92.8	92.88	100	97.72	92.91	96.3	92.76	92.85	97.66	91.9	96.29	92.78	92.87	92.67	92.67	96.29	92.78	92.85	92.81	92.82	92.82	92.8	92.79	92.11	92.69	98.69	98.69	97.65	92.84	99.25	93.13	92.67	90.71	90.74	90.71	90.79	90.75	90.74	90.74	90.74	90.76	90.77	90.74	90.76	81.55
SpCNT045_FJ	87.09	87.01	87.1	87.04	87.16	87.37	86.91	87.15	87.21	87.27	87.26	87.19	87.21	87.25	87.16	87.19	87.36	87.37	87.42	87.31	87.41	87.38	87.46	87.38	87.28	87.3	87.28	87.33	87.26	87.32	87.35	87.19	87.33	87.12	87.11	87.09	87.07	87.12	87.11	87	87.05	87.12	86.99	87.13	87.07	86.92	87.36	87.23	87.32	87.43	87.25	87.25	87.3	87.11	87	87.3	87.17	86.94	87.23	87.29	87.2	87.11	92.9	92.93	92.97	92.99	92.92	92.94	91.88	93.23	92.94	92.24	93.16	98.87	99.65	92.96	92.91	97.72	100	93.02	96.39	92.97	93.12	98.78	91.87	96.38	92.97	93.05	92.66	92.7	96.38	92.94	92.83	92.95	92.88	92.89	92.87	92.96	92.11	92.61	97.63	97.62	98.9	92.94	97.71	93.16	92.65	90.73	90.72	90.71	90.75	90.75	90.74	90.74	90.74	90.83	90.74	90.69	90.69	81.62
SpCNT084_FJ	87.05	86.91	86.96	87.01	87.1	86.99	86.98	86.97	87	86.95	86.92	87.04	87.24	87.2	87.11	86.98	87.04	87.03	87.12	87.17	87.17	87.28	87.02	87.13	87.25	87.26	87.06	86.95	87.06	87.11	87.05	87.33	87.13	87	87.1	86.96	86.97	87.05	87.02	87	87.18	87.24	87.01	87.11	86.99	86.97	87.19	87.24	86.98	87.06	87	87.06	87.06	87.16	86.81	87.01	87.23	86.98	87.12	87.04	87.1	87.15	97.03	96.99	97.03	97	97	97.03	91.63	94.38	97.04	91.59	94.12	93.02	93.02	97.05	97.02	92.91	93.02	100	92.88	97.06	99.77	93.08	91.58	92.85	97.01	99.67	96.74	96.76	92.9	97.04	92.35	97.03	97	96.99	96.97	97.08	91.61	94.14	92.87	92.82	93.03	97.04	92.85	94.09	92.19	90.53	90.53	90.63	90.62	90.55	90.46	90.58	90.5	90.56	90.59	90.49	90.57	81.49
SpCNT124_FJ	87.11	86.99	87.17	87.1	87.19	87.26	86.97	87.17	87.15	87.14	87.13	87.16	87.13	87.15	87.16	87.17	87.25	87.14	87.18	87.17	87.3	87.28	87.25	87.21	87.22	87.24	87.17	87.21	87.18	87.17	87.14	87.24	87.17	87.12	87.18	87.14	87.13	87.21	86.98	87.01	87.02	87.06	87.03	87.11	87.03	86.99	87.22	87.15	87.16	87.26	87.2	87.19	87.16	87.16	86.98	87.15	87.18	86.97	87.16	87.23	87.19	87.18	92.86	92.9	92.87	92.85	92.85	92.9	91.83	92.9	92.9	92.28	92.76	96.39	96.39	92.88	92.91	96.3	96.39	92.88	100	92.89	92.96	96.41	91.84	99.54	92.83	92.85	92.63	92.68	99.29	92.94	92.81	92.91	92.88	92.86	92.89	92.92	92.13	92.46	96.32	96.27	96.39	92.87	96.29	92.77	92.66	90.77	90.82	90.77	90.75	90.76	90.73	90.76	90.74	90.78	90.77	90.76	90.75	81.59
SpCNT131_FJ	87.34	87.21	87.27	87.18	87.22	87.42	87.14	87.4	87.33	87.25	87.21	87.32	87.32	87.26	87.39	87.28	87.38	87.29	87.39	87.26	87.38	87.41	87.26	87.39	87.46	87.48	87.25	87.25	87.32	87.31	87.37	87.45	87.33	87.25	87.38	87.22	87.27	87.44	87.24	87.04	87.3	87.31	87.1	87.23	87.16	87.11	87.38	87.29	87.25	87.29	87.24	87.3	87.3	87.38	87.12	87.24	87.34	87.16	87.35	87.32	87.41	87.33	99.35	99.25	99.29	99.36	99.39	99.26	91.78	94.57	99.25	91.87	94.33	92.9	92.97	99.49	99.4	92.76	92.97	97.06	92.89	100	97.05	92.92	91.82	92.9	99.55	97.04	98.13	98.12	92.89	99.18	92.45	99.41	98.96	98.94	98.92	99.25	91.9	94.51	92.85	92.84	92.93	99.3	92.8	94.36	92.31	90.72	90.73	90.86	90.77	90.74	90.69	90.73	90.71	90.71	90.83	90.68	90.8	81.74
SpCNT133_FJ	87.1	86.93	87.12	87.13	87.29	87.16	86.96	87.13	87.16	87.09	87.08	87.11	87.27	87.37	87.19	87.18	87.23	87.23	87.18	87.28	87.21	87.43	87.19	87.35	87.35	87.32	87.11	87.29	87.09	87.19	87.15	87.41	87.27	87.09	87.06	87.09	87.15	87.08	86.99	87.02	87.09	87.2	87	87.01	86.98	86.94	87.23	87.4	87.18	87.2	87.13	87.14	87.09	87.32	86.94	87.17	87.25	86.91	87.2	87.22	87.16	87.33	97.03	97	97.04	97	97.01	97.05	91.61	94.39	97.03	91.68	94.18	93.09	93.08	97.06	97.01	92.85	93.12	99.77	92.96	97.05	100	93.14	91.65	92.96	97.02	99.66	96.72	96.76	92.98	97.01	92.34	97.05	96.99	96.97	96.95	97.07	91.71	94.13	92.89	92.83	93.12	97.05	92.81	94.13	92.2	90.56	90.58	90.65	90.6	90.65	90.53	90.59	90.53	90.64	90.54	90.49	90.55	81.51
SpCNT403_FJ	87.06	87.01	87.02	87.04	87.17	87.25	86.9	87.08	87.08	87.25	87.21	87.1	87.22	87.2	87.09	87.14	87.28	87.25	87.3	87.28	87.29	87.39	87.33	87.36	87.25	87.35	87.24	87.29	87.28	87.25	87.18	87.14	87.22	87.13	87.07	87.05	87.1	87.06	87.07	87	87.12	87.16	86.99	87.07	87.26	86.92	87.35	87.18	87.17	87.4	87.24	87.23	87.18	87.08	86.98	87.24	87.23	86.95	87.11	87.21	87.13	87.06	92.86	92.89	92.91	92.89	92.88	92.94	91.87	93.16	92.96	92.21	93	98.93	98.79	93	92.91	97.66	98.78	93.08	96.41	92.92	93.14	100	91.9	96.43	92.89	93.04	92.6	92.68	96.43	92.91	92.82	92.9	92.89	92.88	92.84	92.91	92.11	92.56	97.57	97.55	98.89	92.92	97.67	92.95	92.71	90.72	90.78	90.84	90.79	90.81	90.72	90.78	90.82	90.85	90.77	90.74	90.76	81.65
SpCNT569_FJ	87.1	87.11	87.29	87.28	87.31	87.25	87.26	87.27	87.41	87.23	87.22	87.49	87.25	87.25	87.46	87.38	87.3	87.22	87.24	87.17	87.29	87.33	87.22	87.25	87.23	87.24	87.18	87.21	87.25	87.21	87.16	87.33	87.24	87.22	87.35	87.24	87.24	87.31	87.31	87.33	87.15	87.19	87.14	87.25	87.25	87.26	87.21	87.23	87.19	87.3	87.23	87.2	87.22	87.3	87.01	87.26	87.2	87.27	87.22	87.16	87.12	87.29	91.81	91.82	91.79	91.81	91.83	91.8	99.1	91.9	91.78	92.27	91.64	91.83	91.85	91.82	91.79	91.9	91.87	91.58	91.84	91.82	91.65	91.9	100	91.86	91.76	91.64	91.71	91.74	91.86	91.83	92.91	91.82	91.83	91.83	91.87	91.84	92.1	91.91	91.93	91.93	91.83	91.77	91.85	91.62	92.59	91.14	91.15	91.08	91.16	91.09	91.1	91.16	91.13	91.17	91.18	91.13	91.08	81.4
SpCNT584_FJ	87.19	87	87.12	87.13	87.2	87.2	86.95	87.16	87.24	87.15	87.12	87.12	87.24	87.2	87.17	87.27	87.15	87.15	87.17	87.16	87.33	87.32	87.24	87.19	87.12	87.2	87.15	87.14	87.2	87.16	87.12	87.27	87.17	87.16	87.19	87.09	87.14	87.23	87.05	87.02	87.03	87.12	87.01	87.14	87.07	87.01	87.33	87.16	87.16	87.28	87.19	87.17	87.16	87.17	87	87.19	87.17	86.98	87.21	87.2	87.2	87.13	92.81	92.84	92.84	92.84	92.86	92.9	91.85	92.92	92.86	92.31	92.78	96.37	96.4	92.91	92.89	96.29	96.38	92.85	99.54	92.9	92.96	96.43	91.86	100	92.83	92.87	92.65	92.67	99.26	92.95	92.78	92.88	92.84	92.88	92.85	92.92	92.05	92.47	96.28	96.28	96.36	92.86	96.26	92.72	92.65	90.76	90.79	90.74	90.8	90.75	90.75	90.74	90.72	90.8	90.8	90.76	90.73	81.66
SpCNT603_FJ	87.38	87.16	87.26	87.26	87.41	87.36	87.03	87.44	87.27	87.26	87.23	87.18	87.22	87.24	87.22	87.29	87.28	87.18	87.33	87.28	87.32	87.31	87.31	87.29	87.24	87.22	87.26	87.28	87.22	87.24	87.25	87.29	87.2	87.28	87.29	87.22	87.23	87.27	87.19	87.09	87.11	87.16	87.11	87.21	87.17	87.04	87.29	87.15	87.26	87.28	87.25	87.17	87.25	87.29	87.14	87.18	87.29	87.12	87.45	87.41	87.37	87.27	99.33	99.28	99.3	99.39	99.37	99.29	91.84	94.62	99.28	91.96	94.34	92.92	92.99	99.49	99.38	92.78	92.97	97.01	92.83	99.55	97.02	92.89	91.76	92.83	100	97	98.18	98.16	92.93	99.15	92.43	99.38	98.93	98.91	98.85	99.24	91.88	94.47	92.89	92.84	92.92	99.29	92.75	94.31	92.28	90.71	90.67	90.83	90.81	90.68	90.69	90.69	90.7	90.85	90.74	90.68	90.68	81.72
SpCNT609_FJ	86.96	87.03	87	86.95	87.06	87	86.91	87.02	86.97	86.94	86.9	86.96	87.26	87.27	87.04	86.98	86.98	87.02	87.06	87.15	87.09	87.27	87.04	87.2	87.15	87.19	87	87.01	87.09	87.07	87.01	87.24	87.15	86.95	86.98	86.97	87.03	86.96	87.07	87.06	87.14	87.14	86.94	87.11	87.06	86.87	87.07	87.22	86.98	87.07	87.05	87.05	86.96	87.2	86.85	87.02	87.17	86.9	87.08	87.07	87.07	87.14	97.02	96.99	97.06	97.01	97.03	97.07	91.7	94.4	97.02	91.62	94.2	93	93.02	97.03	97.05	92.87	93.05	99.67	92.85	97.04	99.66	93.04	91.64	92.87	97	100	96.76	96.83	92.9	97.04	92.32	97.01	97	97.01	96.95	97.07	91.64	94.1	92.81	92.84	93.04	97.05	92.85	94.13	92.21	90.52	90.52	90.65	90.64	90.52	90.52	90.58	90.58	90.63	90.59	90.57	90.5	81.6
SpCNT796_HI	87.13	87.12	87.11	87.05	87.1	87.03	87.06	87.12	87.08	86.95	87.05	87.02	87.08	87.04	87.03	87.03	87.07	87.07	87.11	86.97	87.01	87.08	87	87.03	86.97	87.06	86.99	86.99	86.98	87.01	87.01	87.05	86.93	87.04	87.03	87.03	87.07	87.08	87.09	87.07	86.99	87.07	87.08	87.04	87.01	87.05	87.03	86.97	87.04	87.05	87.03	87.05	87.03	86.97	86.99	87.02	86.99	86.99	87.21	87.15	87.23	87.01	98.18	98.07	98.18	98.14	98.18	98.11	91.67	94.42	98.16	91.75	94.13	92.59	92.67	98.14	98.21	92.67	92.66	96.74	92.63	98.13	96.72	92.6	91.71	92.65	98.18	96.76	100	99.98	92.68	98.18	92.34	98.16	98.11	98.14	98.11	98.17	91.53	94.43	92.76	92.78	92.62	98.2	92.66	94.16	92.16	90.68	90.61	90.65	90.74	90.65	90.63	90.64	90.63	90.73	90.71	90.66	90.64	81.74
SpCNT851_HI	87.26	87.17	87.14	87.07	87.26	86.99	86.99	87.24	87.1	86.99	87	87.18	87.15	87.1	87.22	87.11	87.08	87.04	87.11	86.96	87.06	87.21	87.05	87.06	86.96	87.01	87.02	86.99	87.02	86.97	86.99	87.11	86.89	87.06	87.06	87.03	87.01	87.08	87.1	87.06	87.05	87.12	87.02	87.04	87.08	87.08	87.12	86.99	87.08	87.04	87.06	87.04	87.09	87.02	86.95	86.98	86.99	87.04	87.43	87.25	87.23	86.97	98.18	98.07	98.15	98.16	98.17	98.13	91.73	94.45	98.15	91.83	94.16	92.62	92.69	98.14	98.19	92.67	92.7	96.76	92.68	98.12	96.76	92.68	91.74	92.67	98.16	96.83	99.98	100	92.71	98.17	92.4	98.13	98.14	98.14	98.12	98.14	91.67	94.42	92.83	92.8	92.62	98.19	92.66	94.13	92.21	90.62	90.64	90.73	90.8	90.69	90.64	90.62	90.66	90.77	90.69	90.63	90.66	81.7
SpCNT854_HI	87.17	87.02	87.13	87.04	87.27	87.18	86.92	87.09	87.2	87.17	87.14	87.09	87.11	87.14	87.05	87.21	87.19	87.17	87.24	87.16	87.25	87.2	87.24	87.22	87.19	87.17	87.14	87.19	87.16	87.17	87.18	87.2	87.04	87.1	87.15	87.07	87.11	87.15	86.98	86.98	87	87.06	87	87.1	87	86.92	87.24	87.14	87.09	87.24	87.24	87.21	87.08	87.09	86.92	87.19	87.16	86.92	87.24	87.26	87.23	87.09	92.89	92.88	92.89	92.89	92.89	92.88	91.87	92.93	92.92	92.27	92.86	96.4	96.4	92.9	92.93	96.29	96.38	92.9	99.29	92.89	92.98	96.43	91.86	99.26	92.93	92.9	92.68	92.71	100	92.95	92.84	92.92	92.92	92.9	92.91	92.92	92.08	92.51	96.3	96.26	96.4	92.92	96.28	92.81	92.74	90.85	90.81	90.81	90.82	90.79	90.71	90.8	90.73	90.84	90.77	90.8	90.74	81.69
SpCNT855_HI	87.28	87.14	87.32	87.3	87.33	87.33	87.1	87.28	87.33	87.22	87.28	87.35	87.28	87.34	87.37	87.34	87.36	87.4	87.42	87.3	87.35	87.36	87.34	87.33	87.38	87.41	87.33	87.31	87.36	87.29	87.34	87.41	87.29	87.34	87.47	87.24	87.35	87.51	87.17	87.25	87.22	87.24	87.16	87.21	87.22	87.18	87.44	87.25	87.33	87.33	87.27	87.47	87.37	87.3	87.21	87.24	87.38	87.18	87.29	87.23	87.42	87.37	99.14	99.19	99.2	99.15	99.18	99.19	91.75	94.6	99.18	92.01	94.33	92.9	92.93	99.16	99.18	92.78	92.94	97.04	92.94	99.18	97.01	92.91	91.83	92.95	99.15	97.04	98.18	98.17	92.95	100	92.5	99.13	98.97	98.96	98.96	99.2	91.83	94.45	92.89	92.88	92.88	99.19	92.79	94.34	92.32	90.76	90.73	90.79	90.78	90.68	90.69	90.72	90.74	90.73	90.76	90.74	90.75	81.72
SpCNY202_SC	87.42	87.4	87.35	87.3	87.46	87.43	87.41	87.38	87.55	87.59	87.6	87.51	87.53	87.52	87.51	87.55	87.49	87.45	87.49	87.42	87.43	87.54	87.46	87.48	87.45	87.51	87.39	87.45	87.41	87.37	87.35	87.67	87.34	87.41	87.45	87.41	87.35	87.46	87.39	87.4	87.5	87.52	87.36	87.42	87.43	87.45	87.53	87.4	87.44	87.49	87.46	87.46	87.52	87.37	87.19	87.46	87.37	87.33	87.56	87.42	87.5	87.44	92.52	92.41	92.49	92.48	92.44	92.47	92.91	92.42	92.44	93.32	92.27	92.77	92.79	92.47	92.5	92.85	92.83	92.35	92.81	92.45	92.34	92.82	92.91	92.78	92.43	92.32	92.34	92.4	92.84	92.5	100	92.47	92.55	92.49	92.61	92.54	92.99	92.34	92.85	92.83	92.77	92.44	92.86	92.21	93.89	91.43	91.4	91.43	91.5	91.41	91.36	91.4	91.36	91.42	91.4	91.42	91.46	81.64
SpCNY239_FJ	87.4	87.28	87.36	87.27	87.25	87.3	87.14	87.42	87.4	87.27	87.27	87.39	87.3	87.22	87.43	87.4	87.39	87.41	87.44	87.3	87.41	87.57	87.37	87.45	87.5	87.45	87.29	87.37	87.39	87.34	87.4	87.4	87.3	87.4	87.4	87.33	87.36	87.45	87.23	87.31	87.27	87.36	87.17	87.25	87.23	87.16	87.49	87.36	87.27	87.29	87.25	87.39	87.31	87.38	87.23	87.32	87.32	87.18	87.38	87.33	87.47	87.36	99.28	99.2	99.22	99.27	99.32	99.21	91.85	94.6	99.2	91.95	94.29	92.84	92.95	99.36	99.31	92.81	92.95	97.03	92.91	99.41	97.05	92.9	91.82	92.88	99.38	97.01	98.16	98.13	92.92	99.13	92.47	100	98.91	98.92	98.89	99.2	91.85	94.51	92.87	92.84	92.95	99.32	92.78	94.3	92.35	90.71	90.72	90.86	90.78	90.75	90.68	90.76	90.71	90.76	90.83	90.7	90.71	81.84
SpCNY330_SC	87.41	87.23	87.31	87.26	87.29	87.27	87.11	87.44	87.41	87.31	87.28	87.35	87.32	87.4	87.38	87.39	87.25	87.22	87.32	87.28	87.38	87.58	87.36	87.25	87.23	87.27	87.18	87.25	87.3	87.23	87.27	87.41	87.18	87.26	87.24	87.25	87.31	87.24	87.18	87.2	87.15	87.19	87.14	87.26	87.2	87.06	87.4	87.12	87.31	87.37	87.3	87.22	87.23	87.31	87.14	87.29	87.31	87.15	87.62	87.46	87.49	87.31	98.94	98.9	98.91	98.91	98.94	98.92	91.93	94.59	98.93	91.99	94.34	92.84	92.9	98.89	98.98	92.82	92.88	97	92.88	98.96	96.99	92.89	91.83	92.84	98.93	97	98.11	98.14	92.92	98.97	92.55	98.91	100	99.77	99.73	98.99	91.87	94.49	92.95	92.87	92.85	98.93	92.77	94.33	92.32	90.81	90.71	90.87	90.84	90.75	90.75	90.74	90.77	90.81	90.81	90.82	90.73	81.66
SpCNY331_SC	87.42	87.28	87.31	87.26	87.29	87.23	87.2	87.37	87.33	87.28	87.32	87.32	87.64	87.71	87.34	87.34	87.3	87.28	87.47	87.2	87.37	87.7	87.33	87.25	87.67	87.57	87.19	87.25	87.27	87.2	87.27	87.76	87.52	87.28	87.34	87.26	87.29	87.32	87.17	87.2	87.13	87.24	87.11	87.3	87.19	87.13	87.79	87.57	87.15	87.33	87.23	87.34	87.27	87.66	87.1	87.26	87.75	87.17	87.51	87.42	87.53	87.62	98.92	98.89	98.9	98.88	98.94	98.92	91.9	94.62	98.94	91.96	94.35	92.81	92.88	98.93	98.97	92.82	92.89	96.99	92.86	98.94	96.97	92.88	91.83	92.88	98.91	97.01	98.14	98.14	92.9	98.96	92.49	98.92	99.77	100	99.75	98.98	91.84	94.5	92.93	92.89	92.83	98.94	92.79	94.34	92.39	90.75	90.74	90.89	90.86	90.76	90.73	90.74	90.72	90.79	90.84	90.8	90.74	81.66
SpCNY363_SC	87.38	87.2	87.2	87.19	87.37	87.21	87.12	87.45	87.27	87.23	87.25	87.45	87.66	87.7	87.39	87.24	87.32	87.3	87.24	87.25	87.41	87.49	87.31	87.17	87.62	87.67	87.15	87.21	87.22	87.23	87.22	87.77	87.59	87.26	87.27	87.22	87.25	87.32	87.1	87.07	87.12	87.27	87.21	87.25	87.11	87.12	87.75	87.59	87.23	87.26	87.34	87.22	87.27	87.62	87.15	87.25	87.67	87.12	87.68	87.51	87.45	87.63	98.91	98.84	98.86	98.84	98.94	98.86	91.9	94.55	98.85	91.99	94.31	92.82	92.86	98.88	98.92	92.8	92.87	96.97	92.89	98.92	96.95	92.84	91.87	92.85	98.85	96.95	98.11	98.12	92.91	98.96	92.61	98.89	99.73	99.75	100	98.95	91.89	94.46	92.97	92.92	92.84	98.88	92.75	94.33	92.34	90.76	90.84	90.82	90.88	90.73	90.7	90.79	90.75	90.87	90.76	90.73	90.79	81.57
SpCNY498_PV	87.43	87.24	87.25	87.25	87.36	87.34	87.17	87.36	87.4	87.27	87.28	87.42	87.3	87.32	87.38	87.43	87.3	87.32	87.55	87.32	87.46	87.92	87.39	87.34	87.31	87.38	87.27	87.27	87.31	87.29	87.35	87.44	87.26	87.3	87.34	87.3	87.31	87.4	87.17	87.21	87.25	87.35	87.13	87.38	87.24	87.16	87.43	87.23	87.26	87.38	87.25	87.33	87.35	87.28	87.18	87.17	87.31	87.12	87.6	87.54	87.44	87.3	99.25	99.28	99.23	99.23	99.26	99.27	91.87	94.63	99.24	91.95	94.35	92.92	92.92	99.23	99.29	92.79	92.96	97.08	92.92	99.25	97.07	92.91	91.84	92.92	99.24	97.07	98.17	98.14	92.92	99.2	92.54	99.2	98.99	98.98	98.95	100	91.95	94.53	92.97	92.9	92.95	99.24	92.84	94.35	92.4	90.77	90.79	90.94	90.89	90.77	90.7	90.8	90.75	90.85	90.88	90.79	90.76	81.68
SpCNY646_RS	87.12	87.06	87.08	87.14	87.33	87.23	86.94	87.06	87.11	87.16	87.15	87.16	87.38	87.36	87.08	87.12	87.28	87.43	87.26	87.35	87.3	87.29	87.19	87.33	87.36	87.37	87.23	87.12	87.26	87.32	87.23	87.33	87.32	87.13	87.21	87.12	87.13	87.22	86.94	86.91	87.05	87.13	87	87.06	86.99	87	87.24	87.32	87.13	87.31	87.17	87.2	87.19	87.2	86.94	87.23	87.4	86.97	87.31	87.29	87.16	87.21	91.82	91.74	91.84	91.8	91.81	91.79	92.16	91.79	91.86	95.01	91.66	92.04	92.1	91.96	91.85	92.11	92.11	91.61	92.13	91.9	91.71	92.11	92.1	92.05	91.88	91.64	91.53	91.67	92.08	91.83	92.99	91.85	91.87	91.84	91.89	91.95	100	91.71	92.16	92.13	92.06	91.85	92.07	91.58	95.14	90.84	90.87	90.95	91	90.94	90.87	90.85	90.86	90.96	90.85	90.83	90.85	81.53
SpCNY666_MD	87.27	87.15	86.94	86.88	86.95	86.89	86.84	86.99	86.95	86.96	86.92	87.04	86.87	86.87	87.02	86.96	86.92	86.92	87.02	86.88	86.96	86.97	86.91	86.92	86.92	86.97	86.9	86.88	86.91	86.88	86.87	86.97	86.83	86.9	86.9	86.87	86.82	86.96	86.89	86.91	86.96	87.05	86.93	86.95	86.95	86.87	86.89	86.81	86.82	86.88	86.88	86.92	86.92	86.83	86.81	86.84	86.89	86.83	87.26	87.19	87.29	86.84	94.52	94.49	94.46	94.5	94.47	94.46	91.88	94.99	94.48	91.88	94.58	92.62	92.62	94.43	94.52	92.69	92.61	94.14	92.46	94.51	94.13	92.56	91.91	92.47	94.47	94.1	94.43	94.42	92.51	94.45	92.34	94.51	94.49	94.5	94.46	94.53	91.71	100	92.82	92.88	92.56	94.49	92.64	94.58	92.28	90.78	90.84	90.88	90.95	90.88	90.83	90.87	90.8	90.91	90.87	90.84	90.86	81.65
SpCNY673_MD	87.07	87.01	87.02	86.88	86.99	86.96	86.89	86.89	86.89	86.92	86.91	87	87.01	86.97	86.97	86.92	87.04	87.05	87.06	86.93	87.03	87.02	86.97	87	86.98	87.05	86.96	86.94	87	87	86.95	87.03	86.95	86.94	86.95	86.9	86.87	86.96	86.99	86.95	86.98	87.08	87.06	86.99	86.95	86.93	87.02	86.97	86.97	87.02	86.92	87.05	86.95	86.92	86.85	86.97	86.99	86.95	87.32	87.23	87.16	86.91	92.87	92.88	92.89	92.87	92.84	92.86	91.85	93.28	92.83	92.32	93.11	97.58	97.63	92.85	92.86	98.69	97.63	92.87	96.32	92.85	92.89	97.57	91.93	96.28	92.89	92.81	92.76	92.83	96.3	92.89	92.85	92.87	92.95	92.93	92.97	92.97	92.16	92.82	100	99.72	97.6	92.86	98.66	93.07	92.7	90.82	90.83	90.84	90.9	90.79	90.8	90.77	90.81	90.99	90.84	90.82	90.84	81.6
