gene	variable	value	bgcname	cluster	bp_count	repseq	genedescription
total.rifamycin.cluster9.aln	clade3	0	rifamycin	cluster9	1167	rifK	3-amino-5-hydroxybenzoate synthase
total.rifamycin.cluster9.aln	clade4	0	rifamycin	cluster9	1167	rifK	3-amino-5-hydroxybenzoate synthase
total.rifamycin.cluster9.aln	clade8	0	rifamycin	cluster9	1167	rifK	3-amino-5-hydroxybenzoate synthase
total.rifamycin.cluster9.aln	clade10	7.0239625949737	rifamycin	cluster9	1167	rifK	3-amino-5-hydroxybenzoate synthase
total.rifamycin.cluster9.aln	clade5	0	rifamycin	cluster9	1167	rifK	3-amino-5-hydroxybenzoate synthase
total.rifamycin.cluster9.aln	clade1	0	rifamycin	cluster9	1167	rifK	3-amino-5-hydroxybenzoate synthase
total.rifamycin.cluster9.aln	clade6	0	rifamycin	cluster9	1167	rifK	3-amino-5-hydroxybenzoate synthase
total.salinichelin.cluster0.aln	clade2	0	salinichelin	cluster0	783	DEDNAJPJ_03775	hypothetical protein
total.salinichelin.cluster0.aln	clade10	0.4	salinichelin	cluster0	783	DEDNAJPJ_03775	hypothetical protein
total.salinichelin.cluster0.aln	clade3	0	salinichelin	cluster0	783	DEDNAJPJ_03775	hypothetical protein
total.salinichelin.cluster0.aln	clade4	0	salinichelin	cluster0	783	DEDNAJPJ_03775	hypothetical protein
total.salinichelin.cluster0.aln	clade5	0	salinichelin	cluster0	783	DEDNAJPJ_03775	hypothetical protein
total.salinichelin.cluster0.aln	clade1	0	salinichelin	cluster0	783	DEDNAJPJ_03775	hypothetical protein
total.salinichelin.cluster0.aln	clade7	0	salinichelin	cluster0	783	DEDNAJPJ_03775	hypothetical protein
total.salinichelin.cluster0.aln	clade8	2.59473684210526	salinichelin	cluster0	783	DEDNAJPJ_03775	hypothetical protein
total.salinichelin.cluster0.aln	clade6	0	salinichelin	cluster0	783	DEDNAJPJ_03775	hypothetical protein
total.salinichelin.cluster1.aln	clade3	0	salinichelin	cluster1	879	fepC_2	Ferric enterobactin transport ATP-binding protein FepC
total.salinichelin.cluster1.aln	clade1	0	salinichelin	cluster1	879	fepC_2	Ferric enterobactin transport ATP-binding protein FepC
total.salinichelin.cluster1.aln	clade2	0	salinichelin	cluster1	879	fepC_2	Ferric enterobactin transport ATP-binding protein FepC
total.salinichelin.cluster1.aln	clade4	0	salinichelin	cluster1	879	fepC_2	Ferric enterobactin transport ATP-binding protein FepC
total.salinichelin.cluster1.aln	clade10	2	salinichelin	cluster1	879	fepC_2	Ferric enterobactin transport ATP-binding protein FepC
total.salinichelin.cluster1.aln	clade7	0	salinichelin	cluster1	879	fepC_2	Ferric enterobactin transport ATP-binding protein FepC
total.salinichelin.cluster1.aln	clade8	3.72105263157895	salinichelin	cluster1	879	fepC_2	Ferric enterobactin transport ATP-binding protein FepC
total.salinichelin.cluster1.aln	clade5	0	salinichelin	cluster1	879	fepC_2	Ferric enterobactin transport ATP-binding protein FepC
total.salinichelin.cluster1.aln	clade6	0	salinichelin	cluster1	879	fepC_2	Ferric enterobactin transport ATP-binding protein FepC
total.salinichelin.cluster10.aln	clade2	0	salinichelin	cluster10	1833	DEDNAJPJ_03792	Putative multidrug export ATP-binding/permease protein
total.salinichelin.cluster10.aln	clade7	0	salinichelin	cluster10	1833	DEDNAJPJ_03792	Putative multidrug export ATP-binding/permease protein
total.salinichelin.cluster10.aln	clade3	0	salinichelin	cluster10	1833	DEDNAJPJ_03792	Putative multidrug export ATP-binding/permease protein
total.salinichelin.cluster10.aln	clade8	11.6526315789474	salinichelin	cluster10	1833	DEDNAJPJ_03792	Putative multidrug export ATP-binding/permease protein
total.salinichelin.cluster10.aln	clade10	4.8	salinichelin	cluster10	1833	DEDNAJPJ_03792	Putative multidrug export ATP-binding/permease protein
total.salinichelin.cluster10.aln	clade4	0	salinichelin	cluster10	1833	DEDNAJPJ_03792	Putative multidrug export ATP-binding/permease protein
total.salinichelin.cluster10.aln	clade5	0	salinichelin	cluster10	1833	DEDNAJPJ_03792	Putative multidrug export ATP-binding/permease protein
total.salinichelin.cluster10.aln	clade1	0	salinichelin	cluster10	1833	DEDNAJPJ_03792	Putative multidrug export ATP-binding/permease protein
total.salinichelin.cluster10.aln	clade6	0	salinichelin	cluster10	1833	DEDNAJPJ_03792	Putative multidrug export ATP-binding/permease protein
total.salinichelin.cluster11.aln	clade1	0	salinichelin	cluster11	15504	lgrD_2	Linear gramicidin synthase subunit D
total.salinichelin.cluster11.aln	clade2	0	salinichelin	cluster11	15504	lgrD_2	Linear gramicidin synthase subunit D
total.salinichelin.cluster11.aln	clade10	21	salinichelin	cluster11	15504	lgrD_2	Linear gramicidin synthase subunit D
total.salinichelin.cluster11.aln	clade6	0	salinichelin	cluster11	15504	lgrD_2	Linear gramicidin synthase subunit D
total.salinichelin.cluster11.aln	clade8	95.0578947368421	salinichelin	cluster11	15504	lgrD_2	Linear gramicidin synthase subunit D
total.salinichelin.cluster11.aln	clade4	0	salinichelin	cluster11	15504	lgrD_2	Linear gramicidin synthase subunit D
total.salinichelin.cluster11.aln	clade3	0	salinichelin	cluster11	15504	lgrD_2	Linear gramicidin synthase subunit D
total.salinichelin.cluster11.aln	clade7	0	salinichelin	cluster11	15504	lgrD_2	Linear gramicidin synthase subunit D
total.salinichelin.cluster11.aln	clade5	0	salinichelin	cluster11	15504	lgrD_2	Linear gramicidin synthase subunit D
total.salinichelin.cluster12.aln	clade8	0.678947368421053	salinichelin	cluster12	210	mbtH_3	Protein MbtH
total.salinichelin.cluster12.aln	clade4	0	salinichelin	cluster12	210	mbtH_3	Protein MbtH
total.salinichelin.cluster12.aln	clade5	0	salinichelin	cluster12	210	mbtH_3	Protein MbtH
total.salinichelin.cluster12.aln	clade6	0	salinichelin	cluster12	210	mbtH_3	Protein MbtH
total.salinichelin.cluster12.aln	clade3	0	salinichelin	cluster12	210	mbtH_3	Protein MbtH
total.salinichelin.cluster12.aln	clade1	0	salinichelin	cluster12	210	mbtH_3	Protein MbtH
total.salinichelin.cluster12.aln	clade2	0	salinichelin	cluster12	210	mbtH_3	Protein MbtH
total.salinichelin.cluster12.aln	clade7	0	salinichelin	cluster12	210	mbtH_3	Protein MbtH
total.salinichelin.cluster12.aln	clade10	0.4	salinichelin	cluster12	210	mbtH_3	Protein MbtH
total.salinichelin.cluster14.aln	clade2	0	salinichelin	cluster14	585	DEDNAJPJ_03779	hypothetical protein
total.salinichelin.cluster14.aln	clade10	3	salinichelin	cluster14	585	DEDNAJPJ_03779	hypothetical protein
total.salinichelin.cluster14.aln	clade1	0	salinichelin	cluster14	585	DEDNAJPJ_03779	hypothetical protein
total.salinichelin.cluster14.aln	clade5	0	salinichelin	cluster14	585	DEDNAJPJ_03779	hypothetical protein
total.salinichelin.cluster14.aln	clade3	0	salinichelin	cluster14	585	DEDNAJPJ_03779	hypothetical protein
total.salinichelin.cluster14.aln	clade4	0	salinichelin	cluster14	585	DEDNAJPJ_03779	hypothetical protein
total.salinichelin.cluster14.aln	clade6	0	salinichelin	cluster14	585	DEDNAJPJ_03779	hypothetical protein
total.salinichelin.cluster14.aln	clade7	0	salinichelin	cluster14	585	DEDNAJPJ_03779	hypothetical protein
total.salinichelin.cluster14.aln	clade8	2.41578947368421	salinichelin	cluster14	585	DEDNAJPJ_03779	hypothetical protein
total.salinichelin.cluster15.aln	clade5	0	salinichelin	cluster15	390	HHFHFFJP_02255	hypothetical protein
total.salinichelin.cluster15.aln	clade3	0	salinichelin	cluster15	390	HHFHFFJP_02255	hypothetical protein
total.salinichelin.cluster15.aln	clade6	0	salinichelin	cluster15	390	HHFHFFJP_02255	hypothetical protein
total.salinichelin.cluster15.aln	clade7	0	salinichelin	cluster15	390	HHFHFFJP_02255	hypothetical protein
total.salinichelin.cluster15.aln	clade2	0	salinichelin	cluster15	390	HHFHFFJP_02255	hypothetical protein
total.salinichelin.cluster15.aln	clade4	0	salinichelin	cluster15	390	HHFHFFJP_02255	hypothetical protein
total.salinichelin.cluster15.aln	clade8	1.02631578947368	salinichelin	cluster15	390	HHFHFFJP_02255	hypothetical protein
total.salinichelin.cluster15.aln	clade1	0	salinichelin	cluster15	390	HHFHFFJP_02255	hypothetical protein
total.salinichelin.cluster15.aln	clade10	0	salinichelin	cluster15	390	HHFHFFJP_02255	hypothetical protein
total.salinichelin.cluster16.aln	clade8	9.42631578947369	salinichelin	cluster16	1713	DEDNAJPJ_03791	putative ABC transporter ATP-binding protein
total.salinichelin.cluster16.aln	clade10	1.2	salinichelin	cluster16	1713	DEDNAJPJ_03791	putative ABC transporter ATP-binding protein
total.salinichelin.cluster16.aln	clade1	0	salinichelin	cluster16	1713	DEDNAJPJ_03791	putative ABC transporter ATP-binding protein
total.salinichelin.cluster16.aln	clade6	0	salinichelin	cluster16	1713	DEDNAJPJ_03791	putative ABC transporter ATP-binding protein
total.salinichelin.cluster16.aln	clade3	0	salinichelin	cluster16	1713	DEDNAJPJ_03791	putative ABC transporter ATP-binding protein
total.salinichelin.cluster16.aln	clade4	0	salinichelin	cluster16	1713	DEDNAJPJ_03791	putative ABC transporter ATP-binding protein
total.salinichelin.cluster16.aln	clade7	0	salinichelin	cluster16	1713	DEDNAJPJ_03791	putative ABC transporter ATP-binding protein
total.salinichelin.cluster16.aln	clade5	0	salinichelin	cluster16	1713	DEDNAJPJ_03791	putative ABC transporter ATP-binding protein
total.salinichelin.cluster16.aln	clade2	0	salinichelin	cluster16	1713	DEDNAJPJ_03791	putative ABC transporter ATP-binding protein
total.salinichelin.cluster2.aln	clade1	0	salinichelin	cluster2	1026	DEDNAJPJ_03795	hypothetical protein
total.salinichelin.cluster2.aln	clade2	0	salinichelin	cluster2	1026	DEDNAJPJ_03795	hypothetical protein
total.salinichelin.cluster2.aln	clade3	0	salinichelin	cluster2	1026	DEDNAJPJ_03795	hypothetical protein
total.salinichelin.cluster2.aln	clade4	0	salinichelin	cluster2	1026	DEDNAJPJ_03795	hypothetical protein
total.salinichelin.cluster2.aln	clade10	10	salinichelin	cluster2	1026	DEDNAJPJ_03795	hypothetical protein
total.salinichelin.cluster2.aln	clade7	0	salinichelin	cluster2	1026	DEDNAJPJ_03795	hypothetical protein
total.salinichelin.cluster2.aln	clade5	0	salinichelin	cluster2	1026	DEDNAJPJ_03795	hypothetical protein
total.salinichelin.cluster2.aln	clade6	0	salinichelin	cluster2	1026	DEDNAJPJ_03795	hypothetical protein
total.salinichelin.cluster2.aln	clade8	7.32105263157895	salinichelin	cluster2	1026	DEDNAJPJ_03795	hypothetical protein
total.salinichelin.cluster3.aln	clade7	0	salinichelin	cluster3	1353	pvdA_2	L-ornithine N(5)-monooxygenase
total.salinichelin.cluster3.aln	clade8	6.14736842105263	salinichelin	cluster3	1353	pvdA_2	L-ornithine N(5)-monooxygenase
total.salinichelin.cluster3.aln	clade2	0	salinichelin	cluster3	1353	pvdA_2	L-ornithine N(5)-monooxygenase
total.salinichelin.cluster3.aln	clade3	0	salinichelin	cluster3	1353	pvdA_2	L-ornithine N(5)-monooxygenase
total.salinichelin.cluster3.aln	clade10	1.4	salinichelin	cluster3	1353	pvdA_2	L-ornithine N(5)-monooxygenase
total.salinichelin.cluster3.aln	clade4	0	salinichelin	cluster3	1353	pvdA_2	L-ornithine N(5)-monooxygenase
total.salinichelin.cluster3.aln	clade5	0	salinichelin	cluster3	1353	pvdA_2	L-ornithine N(5)-monooxygenase
total.salinichelin.cluster3.aln	clade1	0	salinichelin	cluster3	1353	pvdA_2	L-ornithine N(5)-monooxygenase
total.salinichelin.cluster3.aln	clade6	0	salinichelin	cluster3	1353	pvdA_2	L-ornithine N(5)-monooxygenase
total.salinichelin.cluster4.aln	clade1	0	salinichelin	cluster4	1158	fepG_2	Ferric enterobactin transport system permease protein FepG
total.salinichelin.cluster4.aln	clade6	0	salinichelin	cluster4	1158	fepG_2	Ferric enterobactin transport system permease protein FepG
total.salinichelin.cluster4.aln	clade10	4	salinichelin	cluster4	1158	fepG_2	Ferric enterobactin transport system permease protein FepG
total.salinichelin.cluster4.aln	clade5	0	salinichelin	cluster4	1158	fepG_2	Ferric enterobactin transport system permease protein FepG
total.salinichelin.cluster4.aln	clade8	8.17368421052632	salinichelin	cluster4	1158	fepG_2	Ferric enterobactin transport system permease protein FepG
total.salinichelin.cluster4.aln	clade2	0	salinichelin	cluster4	1158	fepG_2	Ferric enterobactin transport system permease protein FepG
total.salinichelin.cluster4.aln	clade3	0	salinichelin	cluster4	1158	fepG_2	Ferric enterobactin transport system permease protein FepG
total.salinichelin.cluster4.aln	clade7	0	salinichelin	cluster4	1158	fepG_2	Ferric enterobactin transport system permease protein FepG
total.salinichelin.cluster4.aln	clade4	0	salinichelin	cluster4	1158	fepG_2	Ferric enterobactin transport system permease protein FepG
total.salinichelin.cluster5.aln	clade8	4.49473684210526	salinichelin	cluster5	1068	fepD	Ferric enterobactin transport system permease protein FepD
total.salinichelin.cluster5.aln	clade10	1.2	salinichelin	cluster5	1068	fepD	Ferric enterobactin transport system permease protein FepD
total.salinichelin.cluster5.aln	clade1	0	salinichelin	cluster5	1068	fepD	Ferric enterobactin transport system permease protein FepD
total.salinichelin.cluster5.aln	clade6	0	salinichelin	cluster5	1068	fepD	Ferric enterobactin transport system permease protein FepD
total.salinichelin.cluster5.aln	clade5	0	salinichelin	cluster5	1068	fepD	Ferric enterobactin transport system permease protein FepD
total.salinichelin.cluster5.aln	clade2	0	salinichelin	cluster5	1068	fepD	Ferric enterobactin transport system permease protein FepD
total.salinichelin.cluster5.aln	clade7	0	salinichelin	cluster5	1068	fepD	Ferric enterobactin transport system permease protein FepD
total.salinichelin.cluster5.aln	clade3	0	salinichelin	cluster5	1068	fepD	Ferric enterobactin transport system permease protein FepD
total.salinichelin.cluster5.aln	clade4	0	salinichelin	cluster5	1068	fepD	Ferric enterobactin transport system permease protein FepD
total.salinichelin.cluster6.aln	clade10	2	salinichelin	cluster6	1209	argA_1	Amino-acid acetyltransferase
total.salinichelin.cluster6.aln	clade5	0	salinichelin	cluster6	1209	argA_1	Amino-acid acetyltransferase
total.salinichelin.cluster6.aln	clade2	0	salinichelin	cluster6	1209	argA_1	Amino-acid acetyltransferase
total.salinichelin.cluster6.aln	clade4	0	salinichelin	cluster6	1209	argA_1	Amino-acid acetyltransferase
total.salinichelin.cluster6.aln	clade8	5.21052631578947	salinichelin	cluster6	1209	argA_1	Amino-acid acetyltransferase
total.salinichelin.cluster6.aln	clade1	0	salinichelin	cluster6	1209	argA_1	Amino-acid acetyltransferase
total.salinichelin.cluster6.aln	clade3	0	salinichelin	cluster6	1209	argA_1	Amino-acid acetyltransferase
total.salinichelin.cluster6.aln	clade7	0	salinichelin	cluster6	1209	argA_1	Amino-acid acetyltransferase
total.salinichelin.cluster6.aln	clade6	0	salinichelin	cluster6	1209	argA_1	Amino-acid acetyltransferase
total.salinichelin.cluster7.aln	clade8	5.95789473684211	salinichelin	cluster7	948	arnA	Bifunctional polymyxin resistance protein ArnA
total.salinichelin.cluster7.aln	clade1	0	salinichelin	cluster7	948	arnA	Bifunctional polymyxin resistance protein ArnA
total.salinichelin.cluster7.aln	clade6	0	salinichelin	cluster7	948	arnA	Bifunctional polymyxin resistance protein ArnA
total.salinichelin.cluster7.aln	clade7	0	salinichelin	cluster7	948	arnA	Bifunctional polymyxin resistance protein ArnA
total.salinichelin.cluster7.aln	clade5	0	salinichelin	cluster7	948	arnA	Bifunctional polymyxin resistance protein ArnA
total.salinichelin.cluster7.aln	clade2	0	salinichelin	cluster7	948	arnA	Bifunctional polymyxin resistance protein ArnA
total.salinichelin.cluster7.aln	clade3	0	salinichelin	cluster7	948	arnA	Bifunctional polymyxin resistance protein ArnA
total.salinichelin.cluster7.aln	clade4	0	salinichelin	cluster7	948	arnA	Bifunctional polymyxin resistance protein ArnA
total.salinichelin.cluster7.aln	clade10	1.2	salinichelin	cluster7	948	arnA	Bifunctional polymyxin resistance protein ArnA
total.salinichelin.cluster8.aln	clade10	3.2	salinichelin	cluster8	1584	nfdA_1	N-substituted formamide deformylase
total.salinichelin.cluster8.aln	clade1	0	salinichelin	cluster8	1584	nfdA_1	N-substituted formamide deformylase
total.salinichelin.cluster8.aln	clade3	0	salinichelin	cluster8	1584	nfdA_1	N-substituted formamide deformylase
total.salinichelin.cluster8.aln	clade4	0	salinichelin	cluster8	1584	nfdA_1	N-substituted formamide deformylase
total.salinichelin.cluster8.aln	clade7	0	salinichelin	cluster8	1584	nfdA_1	N-substituted formamide deformylase
total.salinichelin.cluster8.aln	clade2	0	salinichelin	cluster8	1584	nfdA_1	N-substituted formamide deformylase
total.salinichelin.cluster8.aln	clade5	0	salinichelin	cluster8	1584	nfdA_1	N-substituted formamide deformylase
total.salinichelin.cluster8.aln	clade6	0	salinichelin	cluster8	1584	nfdA_1	N-substituted formamide deformylase
total.salinichelin.cluster8.aln	clade8	12.9105263157895	salinichelin	cluster8	1584	nfdA_1	N-substituted formamide deformylase
total.salinichelin.cluster9.aln	clade4	0	salinichelin	cluster9	381	DEDNAJPJ_03776	hypothetical protein
total.salinichelin.cluster9.aln	clade2	0	salinichelin	cluster9	381	DEDNAJPJ_03776	hypothetical protein
total.salinichelin.cluster9.aln	clade10	0	salinichelin	cluster9	381	DEDNAJPJ_03776	hypothetical protein
total.salinichelin.cluster9.aln	clade1	0	salinichelin	cluster9	381	DEDNAJPJ_03776	hypothetical protein
total.salinichelin.cluster9.aln	clade7	0	salinichelin	cluster9	381	DEDNAJPJ_03776	hypothetical protein
total.salinichelin.cluster9.aln	clade5	0	salinichelin	cluster9	381	DEDNAJPJ_03776	hypothetical protein
total.salinichelin.cluster9.aln	clade6	0	salinichelin	cluster9	381	DEDNAJPJ_03776	hypothetical protein
total.salinichelin.cluster9.aln	clade8	1.56315789473684	salinichelin	cluster9	381	DEDNAJPJ_03776	hypothetical protein
total.salinichelin.cluster9.aln	clade3	0	salinichelin	cluster9	381	DEDNAJPJ_03776	hypothetical protein
total.salinilactam.cluster0.aln	clade10	0	salinilactam	cluster0	588	HHFHFFJP_04307	hypothetical protein
total.salinilactam.cluster0.aln	clade1	0	salinilactam	cluster0	588	HHFHFFJP_04307	hypothetical protein
total.salinilactam.cluster0.aln	clade2	0	salinilactam	cluster0	588	HHFHFFJP_04307	hypothetical protein
total.salinilactam.cluster0.aln	clade4	0	salinilactam	cluster0	588	HHFHFFJP_04307	hypothetical protein
total.salinilactam.cluster0.aln	clade5	0	salinilactam	cluster0	588	HHFHFFJP_04307	hypothetical protein
total.salinilactam.cluster0.aln	clade7	0	salinilactam	cluster0	588	HHFHFFJP_04307	hypothetical protein
total.salinilactam.cluster0.aln	clade3	0	salinilactam	cluster0	588	HHFHFFJP_04307	hypothetical protein
total.salinilactam.cluster0.aln	clade6	0	salinilactam	cluster0	588	HHFHFFJP_04307	hypothetical protein
total.salinilactam.cluster0.aln	clade8	6.45054945054945	salinilactam	cluster0	588	HHFHFFJP_04307	hypothetical protein
total.salinilactam.cluster1.aln	clade2	0	salinilactam	cluster1	1842	mdtD_1	Putative multidrug resistance protein MdtD
total.salinilactam.cluster1.aln	clade5	0	salinilactam	cluster1	1842	mdtD_1	Putative multidrug resistance protein MdtD
total.salinilactam.cluster1.aln	clade7	0	salinilactam	cluster1	1842	mdtD_1	Putative multidrug resistance protein MdtD
total.salinilactam.cluster1.aln	clade3	0	salinilactam	cluster1	1842	mdtD_1	Putative multidrug resistance protein MdtD
total.salinilactam.cluster1.aln	clade6	0	salinilactam	cluster1	1842	mdtD_1	Putative multidrug resistance protein MdtD
total.salinilactam.cluster1.aln	clade1	2.75555555555556	salinilactam	cluster1	1842	mdtD_1	Putative multidrug resistance protein MdtD
total.salinilactam.cluster1.aln	clade8	18.0659340659341	salinilactam	cluster1	1842	mdtD_1	Putative multidrug resistance protein MdtD
total.salinilactam.cluster1.aln	clade4	0	salinilactam	cluster1	1842	mdtD_1	Putative multidrug resistance protein MdtD
total.salinilactam.cluster1.aln	clade10	0	salinilactam	cluster1	1842	mdtD_1	Putative multidrug resistance protein MdtD
total.salinilactam.cluster2.aln	clade1	0	salinilactam	cluster2	267	HHFHFFJP_04308	hypothetical protein
total.salinilactam.cluster2.aln	clade10	0	salinilactam	cluster2	267	HHFHFFJP_04308	hypothetical protein
total.salinilactam.cluster2.aln	clade2	0	salinilactam	cluster2	267	HHFHFFJP_04308	hypothetical protein
total.salinilactam.cluster2.aln	clade3	0	salinilactam	cluster2	267	HHFHFFJP_04308	hypothetical protein
total.salinilactam.cluster2.aln	clade6	0	salinilactam	cluster2	267	HHFHFFJP_04308	hypothetical protein
total.salinilactam.cluster2.aln	clade7	0	salinilactam	cluster2	267	HHFHFFJP_04308	hypothetical protein
total.salinilactam.cluster2.aln	clade4	0	salinilactam	cluster2	267	HHFHFFJP_04308	hypothetical protein
total.salinilactam.cluster2.aln	clade8	2.68131868131868	salinilactam	cluster2	267	HHFHFFJP_04308	hypothetical protein
total.salinilactam.cluster2.aln	clade5	0	salinilactam	cluster2	267	HHFHFFJP_04308	hypothetical protein
total.salinipostin.cluster0.aln	clade2	0	salinipostin	cluster0	909	LFOLEMLJ_04756	hypothetical protein
total.salinipostin.cluster0.aln	clade10	9.09717514124294	salinipostin	cluster0	909	LFOLEMLJ_04756	hypothetical protein
total.salinipostin.cluster0.aln	clade3	0	salinipostin	cluster0	909	LFOLEMLJ_04756	hypothetical protein
total.salinipostin.cluster0.aln	clade4	30	salinipostin	cluster0	909	LFOLEMLJ_04756	hypothetical protein
total.salinipostin.cluster0.aln	clade5	13.9242424242424	salinipostin	cluster0	909	LFOLEMLJ_04756	hypothetical protein
total.salinipostin.cluster0.aln	clade1	2.45454545454545	salinipostin	cluster0	909	LFOLEMLJ_04756	hypothetical protein
total.salinipostin.cluster0.aln	clade8	7.0197628458498	salinipostin	cluster0	909	LFOLEMLJ_04756	hypothetical protein
total.salinipostin.cluster0.aln	clade6	0	salinipostin	cluster0	909	LFOLEMLJ_04756	hypothetical protein
total.salinipostin.cluster0.aln	clade7	0	salinipostin	cluster0	909	LFOLEMLJ_04756	hypothetical protein
total.salinipostin.cluster1.aln	clade6	0	salinipostin	cluster1	1101	LFOLEMLJ_04758	hypothetical protein
total.salinipostin.cluster1.aln	clade7	0	salinipostin	cluster1	1101	LFOLEMLJ_04758	hypothetical protein
total.salinipostin.cluster1.aln	clade3	0	salinipostin	cluster1	1101	LFOLEMLJ_04758	hypothetical protein
total.salinipostin.cluster1.aln	clade4	25.3333333333333	salinipostin	cluster1	1101	LFOLEMLJ_04758	hypothetical protein
total.salinipostin.cluster1.aln	clade10	6.49717514124294	salinipostin	cluster1	1101	LFOLEMLJ_04758	hypothetical protein
total.salinipostin.cluster1.aln	clade1	2.89393939393939	salinipostin	cluster1	1101	LFOLEMLJ_04758	hypothetical protein
total.salinipostin.cluster1.aln	clade8	9.72332015810277	salinipostin	cluster1	1101	LFOLEMLJ_04758	hypothetical protein
total.salinipostin.cluster1.aln	clade2	0	salinipostin	cluster1	1101	LFOLEMLJ_04758	hypothetical protein
total.salinipostin.cluster1.aln	clade5	19.8484848484848	salinipostin	cluster1	1101	LFOLEMLJ_04758	hypothetical protein
total.salinipostin.cluster2.aln	clade1	2.62121212121212	salinipostin	cluster2	891	fgd_4	F420-dependent glucose-6-phosphate dehydrogenase
total.salinipostin.cluster2.aln	clade10	7.17175141242938	salinipostin	cluster2	891	fgd_4	F420-dependent glucose-6-phosphate dehydrogenase
total.salinipostin.cluster2.aln	clade2	0	salinipostin	cluster2	891	fgd_4	F420-dependent glucose-6-phosphate dehydrogenase
total.salinipostin.cluster2.aln	clade4	22	salinipostin	cluster2	891	fgd_4	F420-dependent glucose-6-phosphate dehydrogenase
total.salinipostin.cluster2.aln	clade6	0	salinipostin	cluster2	891	fgd_4	F420-dependent glucose-6-phosphate dehydrogenase
total.salinipostin.cluster2.aln	clade7	0	salinipostin	cluster2	891	fgd_4	F420-dependent glucose-6-phosphate dehydrogenase
total.salinipostin.cluster2.aln	clade3	0	salinipostin	cluster2	891	fgd_4	F420-dependent glucose-6-phosphate dehydrogenase
total.salinipostin.cluster2.aln	clade5	13.6363636363636	salinipostin	cluster2	891	fgd_4	F420-dependent glucose-6-phosphate dehydrogenase
total.salinipostin.cluster2.aln	clade8	9.39920948616601	salinipostin	cluster2	891	fgd_4	F420-dependent glucose-6-phosphate dehydrogenase
total.salinipostin.cluster3.aln	clade7	0	salinipostin	cluster3	1083	DIFGDKJP_01419	hypothetical protein
total.salinipostin.cluster3.aln	clade2	0	salinipostin	cluster3	1083	DIFGDKJP_01419	hypothetical protein
total.salinipostin.cluster3.aln	clade3	0	salinipostin	cluster3	1083	DIFGDKJP_01419	hypothetical protein
total.salinipostin.cluster3.aln	clade8	9.94466403162055	salinipostin	cluster3	1083	DIFGDKJP_01419	hypothetical protein
total.salinipostin.cluster3.aln	clade10	8.87344632768361	salinipostin	cluster3	1083	DIFGDKJP_01419	hypothetical protein
total.salinipostin.cluster3.aln	clade4	42.6666666666667	salinipostin	cluster3	1083	DIFGDKJP_01419	hypothetical protein
total.salinipostin.cluster3.aln	clade5	19.1212121212121	salinipostin	cluster3	1083	DIFGDKJP_01419	hypothetical protein
total.salinipostin.cluster3.aln	clade1	1.15151515151515	salinipostin	cluster3	1083	DIFGDKJP_01419	hypothetical protein
total.salinipostin.cluster3.aln	clade6	0	salinipostin	cluster3	1083	DIFGDKJP_01419	hypothetical protein
total.salinipostin.cluster4.aln	clade1	3.07575757575758	salinipostin	cluster4	981	ndk	Nucleoside diphosphate kinase
total.salinipostin.cluster4.aln	clade10	13.2361581920904	salinipostin	cluster4	981	ndk	Nucleoside diphosphate kinase
total.salinipostin.cluster4.aln	clade3	0	salinipostin	cluster4	981	ndk	Nucleoside diphosphate kinase
total.salinipostin.cluster4.aln	clade5	19.969696969697	salinipostin	cluster4	981	ndk	Nucleoside diphosphate kinase
total.salinipostin.cluster4.aln	clade2	0	salinipostin	cluster4	981	ndk	Nucleoside diphosphate kinase
total.salinipostin.cluster4.aln	clade4	34.6666666666667	salinipostin	cluster4	981	ndk	Nucleoside diphosphate kinase
total.salinipostin.cluster4.aln	clade7	0	salinipostin	cluster4	981	ndk	Nucleoside diphosphate kinase
total.salinipostin.cluster4.aln	clade6	0	salinipostin	cluster4	981	ndk	Nucleoside diphosphate kinase
total.salinipostin.cluster4.aln	clade8	9.26482213438735	salinipostin	cluster4	981	ndk	Nucleoside diphosphate kinase
total.salinipostin.cluster5.aln	clade8	1.42292490118577	salinipostin	cluster5	261	LFOLEMLJ_04759	hypothetical protein
total.salinipostin.cluster5.aln	clade7	0	salinipostin	cluster5	261	LFOLEMLJ_04759	hypothetical protein
total.salinipostin.cluster5.aln	clade10	2.33107344632768	salinipostin	cluster5	261	LFOLEMLJ_04759	hypothetical protein
total.salinipostin.cluster5.aln	clade4	8	salinipostin	cluster5	261	LFOLEMLJ_04759	hypothetical protein
total.salinipostin.cluster5.aln	clade6	0	salinipostin	cluster5	261	LFOLEMLJ_04759	hypothetical protein
total.salinipostin.cluster5.aln	clade1	0.636363636363636	salinipostin	cluster5	261	LFOLEMLJ_04759	hypothetical protein
total.salinipostin.cluster5.aln	clade2	0	salinipostin	cluster5	261	LFOLEMLJ_04759	hypothetical protein
total.salinipostin.cluster5.aln	clade5	5.37878787878788	salinipostin	cluster5	261	LFOLEMLJ_04759	hypothetical protein
total.salinipostin.cluster5.aln	clade3	0	salinipostin	cluster5	261	LFOLEMLJ_04759	hypothetical protein
total.salinosporamide.cluster1.aln	clade2	11	salinosporamide	cluster1	1914	lgrB_3	Linear gramicidin synthase subunit B
total.salinosporamide.cluster1.aln	clade5	13.4	salinosporamide	cluster1	1914	lgrB_3	Linear gramicidin synthase subunit B
