Id	Label	clade	module	gcf.num	mod2gcf	bigscape.class	predicted.type
SaCNX891_PM.contig_4.region001	SaCNX891_PM_c4_001	arenicola	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNS325_PL.contig_5.region001	SaCNS325_PL_c5_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNH713_RS.contig_3.region001	SaCNH713_RS_c3_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNR894_PL.contig_1.region001	SpCNR894_PL_c1_001	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNY703_MD.contig_1.region001	SpCNY703_MD_c1_001	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNP105_SC.contig_4.region001	SaCNP105_SC_c4_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNY331_SC.contig_3.region001	SpCNY331_SC_c3_001	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNY363_SC.contig_3.region002	SpCNY363_SC_c3_002	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNH962_SC.contig_6.region001	SaCNH962_SC_c6_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpDSM45547_FJ.contig_0.region010	SpDSM45547_FJ_c0_010	oceanensis	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNT133_FJ.contig_4.region001	SpCNT133_FJ_c4_001	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNH718_RS.contig_0.region001	SaCNH718_RS_c0_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNT800_HI.contig_2.region001	SaCNT800_HI_c2_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNT857_HI.contig_4.region001	SaCNT857_HI_c4_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaDSM45545_FJ.contig_0.region001	SaDSM45545_FJ_c0_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNH996B_SC.contig_3.region001	SaCNH996B_SC_c3_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNB458_BA.contig_1.region001	SaCNB458_BA_c1_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNT005_FJ.contig_26.region001	SaCNT005_FJ_c26_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY679_YU.contig_9.region001	SaCNY679_YU_c9_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNT045_FJ.contig_7.region001	SpCNT045_FJ_c7_001	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNR425_GU.contig_17.region001	SaCNR425_GU_c17_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY231_FJ.contig_1.region001	SaCNY231_FJ_c1_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY486_PV.contig_6.region001	SaCNY486_PV_c6_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNT584_FJ.contig_7.region001	SpCNT584_FJ_c7_001	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNY239_FJ.contig_0.region002	SpCNY239_FJ_c0_002	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNQ748_GU.contig_5.region001	SaCNQ748_GU_c5_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNT609_FJ.contig_0.region002	SpCNT609_FJ_c0_002	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNR114_GU.contig_8.region001	SpCNR114_GU_c8_001	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNS996_FJ.contig_0.region001	SpCNS996_FJ_c0_001	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNS820_FJ.contig_19.region001	SaCNS820_FJ_c19_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNH996_SC.contig_4.region001	SaCNH996_SC_c4_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY685_YU.contig_3.region001	SaCNY685_YU_c3_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNT850_HI.contig_23.region001	SaCNT850_HI_c23_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNH964_SC.contig_5.region001	SaCNH964_SC_c5_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNT001_FJ.contig_5.region001	SpCNT001_FJ_c5_001	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNX814_PM.contig_7.region001	SaCNX814_PM_c7_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNR909_PL.contig_5.region001	SpCNR909_PL_c5_001	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNX508_PM.contig_28.region001	SaCNX508_PM_c28_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNT569_FJ.contig_0.region001	SpCNT569_FJ_c0_001	fenicalii	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNS296_PL.contig_20.region001	SaCNS296_PL_c20_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNS055_PL.contig_1.region001	SpCNS055_PL_c1_001	vitiensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNT084_FJ.contig_2.region002	SpCNT084_FJ_c2_002	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNT854_HI.contig_15.region001	SpCNT854_HI_c15_001	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNT799_HI.contig_23.region001	SaCNT799_HI_c23_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNS103_PL.contig_1.region002	SpCNS103_PL_c1_002	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNT855_HI.contig_6.region001	SpCNT855_HI_c6_001	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNY256_FJ.contig_7.region001	SaCNY256_FJ_c7_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNX482_PM.contig_2.region001	SaCNX482_PM_c2_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpDSM45543_FJ.contig_0.region005	SpDSM45543_FJ_c0_005	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNH905_BA.contig_3.region001	SaCNH905_BA_c3_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNH877_BA.contig_23.region001	SaCNH877_BA_c23_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY280_FJ.contig_20.region001	SaCNY280_FJ_c20_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNS673_FJ.contig_10.region001	SaCNS673_FJ_c10_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNT796_HI.contig_4.region001	SpCNT796_HI_c4_001	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNT403_FJ.contig_0.region001	SpCNT403_FJ_c0_001	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNR921_PL.contig_5.region001	SaCNR921_PL_c5_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNR942_PL.contig_11.region001	SpCNR942_PL_c11_001	fenicalii	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNQ884_GU.contig_6.region001	SaCNQ884_GU_c6_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNS860_FJ.contig_3.region001	SpCNS860_FJ_c3_001	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpDSM45544_FJ.contig_0.region009	SpDSM45544_FJ_c0_009	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNS205_PL.contig_0.region008	SaCNS205_PL_c0_008	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNY498_PV.contig_2.region002	SpCNY498_PV_c2_002	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SpCNT124_FJ.contig_9.region001	SpCNT124_FJ_c9_001	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNP193_SC.contig_23.region001	SaCNP193_SC_c23_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNH941_SC.contig_22.region001	SaCNH941_SC_c22_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNQ768_GU.contig_1.region002	SpCNQ768_GU_c1_002	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNS243_PL.contig_2.region001	SaCNS243_PL_c2_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNY330_SC.contig_2.region002	SpCNY330_SC_c2_002	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNY282_FJ.contig_5.region001	SaCNY282_FJ_c5_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY690_YU.contig_5.region001	SaCNY690_YU_c5_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNT029_FJ.contig_7.region001	SpCNT029_FJ_c7_001	oceanensis	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNH643_BA.contig_4.region001	SaCNH643_BA_c4_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNX481_PM.contig_0.region002	SaCNX481_PM_c0_002	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY230_FJ.contig_22.region001	SaCNY230_FJ_c22_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY234_FJ.contig_10.region001	SaCNY234_FJ_c10_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY694_YU.contig_9.region001	SaCNY694_YU_c9_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNS299_PL.contig_10.region001	SaCNS299_PL_c10_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY237_FJ.contig_21.region001	SaCNY237_FJ_c21_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNT131_FJ.contig_4.region001	SpCNT131_FJ_c4_001	pacifica	M4	GCF3572	M4_GCF3572	NRPS	NRPS-like
SaCNS051_PL.contig_1.region001	SaCNS051_PL_c1_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNT798_HI.contig_3.region001	SaCNT798_HI_c3_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SaCNY244_FJ.contig_17.region001	SaCNY244_FJ_c17_001	arenicola	M4	GCF3059	M4_GCF3059	NRPS	NRPS-like
SpCNS237_PL.contig_5.region001	SpCNS237_PL_c5_001	mooreana	M40	GCF4436	M40_GCF4436	Others	betalactone.T1PKS
SpCNY666_MD.contig_15.region001	SpCNY666_MD_c15_001	goodfellowii	M40	GCF4436	M40_GCF4436	Others	betalactone.T1PKS
SpDSM45548_FJ.contig_1.region002	SpDSM45548_FJ_c1_002	vitiensis	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNR894_PL.contig_0.region003	SpCNR894_PL_c0_003	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNY239_FJ.contig_1.region002	SpCNY239_FJ_c1_002	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNY498_PV.contig_1.region001	SpCNY498_PV_c1_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNT084_FJ.contig_5.region001	SpCNT084_FJ_c5_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNT569_FJ.contig_1.region002	SpCNT569_FJ_c1_002	fenicalii	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
StCNB536_BA.contig_16.region001	StCNB536_BA_c16_001	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNY666_MD.contig_17.region001	SpCNY666_MD_c17_001	goodfellowii	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNH732_RS.contig_3.region001	SpCNH732_RS_c3_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNT133_FJ.contig_2.region001	SpCNT133_FJ_c2_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNY363_SC.contig_0.region002	SpCNY363_SC_c0_002	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNT131_FJ.contig_1.region001	SpCNT131_FJ_c1_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNY202_SC.contig_7.region001	SpCNY202_SC_c7_001	cortesiana	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNY330_SC.contig_9.region001	SpCNY330_SC_c9_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
StCNB476_BA.contig_2.region001	StCNB476_BA_c2_001	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
StCNH898_BA.contig_12.region002	StCNH898_BA_c12_002	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNR114_GU.contig_1.region001	SpCNR114_GU_c1_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
StCNY681_YU.contig_2.region001	StCNY681_YU_c2_001	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
StCNY678_YU.contig_6.region001	StCNY678_YU_c6_001	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpDSM45544_FJ.contig_0.region007	SpDSM45544_FJ_c0_007	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNS055_PL.contig_0.region007	SpCNS055_PL_c0_007	vitiensis	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNR909_PL.contig_0.region002	SpCNR909_PL_c0_002	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNR942_PL.contig_13.region001	SpCNR942_PL_c13_001	fenicalii	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNT851_HI.contig_2.region001	SpCNT851_HI_c2_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNT603_FJ.contig_1.region001	SpCNT603_FJ_c1_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
StCNR699_BA.contig_3.region001	StCNR699_BA_c3_001	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNT609_FJ.contig_18.region001	SpCNT609_FJ_c18_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNT001_FJ.contig_0.region003	SpCNT001_FJ_c0_003	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
StCNT261_BA.contig_4.region002	StCNT261_BA_c4_002	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNT003_FJ.contig_5.region002	SpCNT003_FJ_c5_002	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNQ768_GU.contig_15.region001	SpCNQ768_GU_c15_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
StCNS197_BA.contig_4.region001	StCNS197_BA_c4_001	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
StCNY012_BA.contig_5.region001	StCNY012_BA_c5_001	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
StCNB440_BA.contig_0.region006	StCNB440_BA_c0_006	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNS103_PL.contig_3.region001	SpCNS103_PL_c3_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNT855_HI.contig_0.region003	SpCNT855_HI_c0_003	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNR510_GU.contig_4.region001	SpCNR510_GU_c4_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
StCNT250_BA.contig_4.region002	StCNT250_BA_c4_002	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNT796_HI.contig_2.region001	SpCNT796_HI_c2_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNY331_SC.contig_4.region001	SpCNY331_SC_c4_001	pacifica	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
StCNS416_BA.contig_3.region001	StCNS416_BA_c3_001	tropica	M41	GCF4730	M41_GCF4730	PKSother	T2PKS
SpCNS801_FJ.contig_0.region002	SpCNS801_FJ_c0_002	vitiensis	M41	GCF3964	M41_GCF3964	PKSother	T2PKS
SpCNT603_FJ.contig_2.region001	SpCNT603_FJ_c2_001	pacifica	M42	GCF4005	M42_GCF4005	NRPS	NRPS
SpCNR894_PL.contig_2.region001	SpCNR894_PL_c2_001	pacifica	M42	GCF4005	M42_GCF4005	NRPS	NRPS
SpCNT131_FJ.contig_3.region001	SpCNT131_FJ_c3_001	pacifica	M42	GCF4005	M42_GCF4005	NRPS	NRPS
SpDSM45544_FJ.contig_0.region011	SpDSM45544_FJ_c0_011	pacifica	M42	GCF4005	M42_GCF4005	NRPS	NRPS
SaCNH646_BA.contig_2.region001	SaCNH646_BA_c2_001	arenicola	M43	GCF1915	M43_GCF1915	NRPS	NRPS
SaCNT799_HI.contig_14.region001	SaCNT799_HI_c14_001	arenicola	M43	GCF1915	M43_GCF1915	NRPS	NRPS
SaCNT800_HI.contig_32.region001	SaCNT800_HI_c32_001	arenicola	M43	GCF2769	M43_GCF2769	NRPS	NRPS
SaCNS848_FJ.contig_0.region001	SaCNS848_FJ_c0_001	arenicola	M43	GCF2769	M43_GCF2769	NRPS	NRPS
SaCNH905_BA.contig_5.region001	SaCNH905_BA_c5_001	arenicola	M43	GCF1915	M43_GCF1915	NRPS	NRPS
SaCNY679_YU.contig_31.region001	SaCNY679_YU_c31_001	arenicola	M43	GCF3419	M43_GCF3419	NRPS	NRPS
SaCNT798_HI.contig_39.region001	SaCNT798_HI_c39_001	arenicola	M43	GCF2769	M43_GCF2769	NRPS	NRPS
SaCNH941_SC.contig_19.region001	SaCNH941_SC_c19_001	arenicola	M43	GCF2028	M43_GCF2028	NRPS	NRPS
SaCNH941_SC.contig_43.region001	SaCNH941_SC_c43_001	arenicola	M43	GCF2769	M43_GCF2769	NRPS	NRPS
SaCNT800_HI.contig_24.region001	SaCNT800_HI_c24_001	arenicola	M43	GCF2028	M43_GCF2028	NRPS	NRPS
SaCNP193_SC.contig_43.region001	SaCNP193_SC_c43_001	arenicola	M43	GCF2769	M43_GCF2769	NRPS	NRPS
SaCNT798_HI.contig_26.region001	SaCNT798_HI_c26_001	arenicola	M43	GCF2028	M43_GCF2028	NRPS	NRPS
SaCNT850_HI.contig_20.region001	SaCNT850_HI_c20_001	arenicola	M43	GCF3419	M43_GCF3419	NRPS	NRPS
SaDSM45545_FJ.contig_0.region017	SaDSM45545_FJ_c0_017	arenicola	M43	GCF3419	M43_GCF3419	NRPS	NRPS
SaCNY280_FJ.contig_22.region001	SaCNY280_FJ_c22_001	arenicola	M43	GCF1915	M43_GCF1915	NRPS	NRPS
SaCNT849_HI.contig_0.region001	SaCNT849_HI_c0_001	arenicola	M43	GCF3419	M43_GCF3419	NRPS	NRPS
SaCNY011_BA.contig_18.region001	SaCNY011_BA_c18_001	arenicola	M43	GCF2769	M43_GCF2769	NRPS	NRPS
SaCNT857_HI.contig_22.region001	SaCNT857_HI_c22_001	arenicola	M43	GCF1915	M43_GCF1915	NRPS	NRPS
SaCNH713_RS.contig_1.region002	SaCNH713_RS_c1_002	arenicola	M43	GCF1915	M43_GCF1915	NRPS	NRPS
SaCNP105_SC.contig_40.region001	SaCNP105_SC_c40_001	arenicola	M43	GCF3419	M43_GCF3419	NRPS	NRPS
SaCNH964_SC.contig_45.region001	SaCNH964_SC_c45_001	arenicola	M43	GCF2769	M43_GCF2769	NRPS	NRPS
SaCNP193_SC.contig_27.region001	SaCNP193_SC_c27_001	arenicola	M43	GCF2028	M43_GCF2028	NRPS	NRPS
SaCNH877_BA.contig_30.region001	SaCNH877_BA_c30_001	arenicola	M43	GCF3419	M43_GCF3419	NRPS	NRPS
SaCNH643_BA.contig_21.region001	SaCNH643_BA_c21_001	arenicola	M43	GCF2769	M43_GCF2769	NRPS	NRPS
SaCNH964_SC.contig_34.region001	SaCNH964_SC_c34_001	arenicola	M43	GCF2028	M43_GCF2028	NRPS	NRPS
SaCNB527_BA.contig_64.region001	SaCNB527_BA_c64_001	arenicola	M44	GCF4420	M44_GCF4420	Others	other
SaCNQ884_GU.contig_55.region001	SaCNQ884_GU_c55_001	arenicola	M44	GCF4420	M44_GCF4420	Others	other
SpCNY646_RS.contig_39.region001	SpCNY646_RS_c39_001	mooreana	M44	GCF4420	M44_GCF4420	Others	other
SaCNH643_BA.contig_1.region001	SaCNH643_BA_c1_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNH905_BA.contig_45.region001	SaCNH905_BA_c45_001	arenicola	M45	GCF2943	M45_GCF2943	RiPPs	lanthipeptide
SaCNY694_YU.contig_43.region001	SaCNY694_YU_c43_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNH718_RS.contig_31.region001	SaCNH718_RS_c31_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNY256_FJ.contig_11.region004	SaCNY256_FJ_c11_004	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNS342_FJ.contig_26.region001	SaCNS342_FJ_c26_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNP105_SC.contig_5.region001	SaCNP105_SC_c5_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNY244_FJ.contig_0.region003	SaCNY244_FJ_c0_003	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNH877_BA.contig_38.region001	SaCNH877_BA_c38_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNX482_PM.contig_40.region001	SaCNX482_PM_c40_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNS051_PL.contig_9.region001	SaCNS051_PL_c9_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNS296_PL.contig_28.region001	SaCNS296_PL_c28_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNY282_FJ.contig_10.region004	SaCNY282_FJ_c10_004	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNH713_RS.contig_23.region001	SaCNH713_RS_c23_001	arenicola	M45	GCF2943	M45_GCF2943	RiPPs	lanthipeptide
SaCNH964_SC.contig_3.region004	SaCNH964_SC_c3_004	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNH996_SC.contig_45.region001	SaCNH996_SC_c45_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNY234_FJ.contig_12.region004	SaCNY234_FJ_c12_004	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNS820_FJ.contig_23.region001	SaCNS820_FJ_c23_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNH996B_SC.contig_50.region001	SaCNH996B_SC_c50_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNY685_YU.contig_65.region001	SaCNY685_YU_c65_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNP193_SC.contig_33.region001	SaCNP193_SC_c33_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNX891_PM.contig_23.region002	SaCNX891_PM_c23_002	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNT859_HI.contig_35.region001	SaCNT859_HI_c35_001	arenicola	M45	GCF2943	M45_GCF2943	RiPPs	lanthipeptide
SaCNT800_HI.contig_28.region001	SaCNT800_HI_c28_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNT850_HI.contig_33.region001	SaCNT850_HI_c33_001	arenicola	M45	GCF2943	M45_GCF2943	RiPPs	lanthipeptide
SaCNY231_FJ.contig_4.region002	SaCNY231_FJ_c4_002	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNY011_BA.contig_14.region003	SaCNY011_BA_c14_003	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNT799_HI.contig_30.region001	SaCNT799_HI_c30_001	arenicola	M45	GCF2943	M45_GCF2943	RiPPs	lanthipeptide
SaCNH646_BA.contig_7.region001	SaCNH646_BA_c7_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaDSM45545_FJ.contig_0.region006	SaDSM45545_FJ_c0_006	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNR425_GU.contig_5.region001	SaCNR425_GU_c5_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNY486_PV.contig_50.region001	SaCNY486_PV_c50_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNH963_SC.contig_45.region001	SaCNH963_SC_c45_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNT857_HI.contig_26.region001	SaCNT857_HI_c26_001	arenicola	M45	GCF2943	M45_GCF2943	RiPPs	lanthipeptide
SaCNT005_FJ.contig_8.region001	SaCNT005_FJ_c8_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNT849_HI.contig_26.region001	SaCNT849_HI_c26_001	arenicola	M45	GCF2943	M45_GCF2943	RiPPs	lanthipeptide
SaCNS673_FJ.contig_28.region001	SaCNS673_FJ_c28_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNB527_BA.contig_38.region001	SaCNB527_BA_c38_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNH962_SC.contig_43.region001	SaCNH962_SC_c43_001	arenicola	M45	GCF3394	M45_GCF3394	RiPPs	lanthipeptide
SaCNS744_FJ.contig_11.region001	SaCNS744_FJ_c11_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNY260_FJ.contig_22.region001	SaCNY260_FJ_c22_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNQ748_GU.contig_26.region002	SaCNQ748_GU_c26_002	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNY230_FJ.contig_5.region004	SaCNY230_FJ_c5_004	arenicola	M45	GCF2943	M45_GCF2943	RiPPs	lanthipeptide
SaCNH941_SC.contig_15.region001	SaCNH941_SC_c15_001	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
SaCNR921_PL.contig_0.region003	SaCNR921_PL_c0_003	arenicola	M45	GCF2423	M45_GCF2423	RiPPs	lanthipeptide
